Predictor,Coefficient,AbsCoef,Dataset,Repeat,Fold
horizontalRumpel,0,0,Large_diam_woody,10,4
mean_vox_ht,0,0,Large_diam_woody,10,4
sd_vox_ht,0,0,Large_diam_woody,10,4
zmax,0,0,Large_diam_woody,10,4
zmean,0,0,Large_diam_woody,10,4
zsd,0,0,Large_diam_woody,10,4
zskew,0,0,Large_diam_woody,10,4
lad_max,0.02766355,0.02766355,Large_diam_woody,10,5
Percent.Below.30th.Quantile,0.027481245,0.027481245,Large_diam_woody,10,5
lad_mean,0.023727214,0.023727214,Large_diam_woody,10,5
lad_sum,0.021189335,0.021189335,Large_diam_woody,10,5
Percent.Below.20th.Quantile,0.019452922,0.019452922,Large_diam_woody,10,5
Ny_mean,0.019148043,0.019148043,Large_diam_woody,10,5
Percent.Below.40th.Quantile,0.018243161,0.018243161,Large_diam_woody,10,5
PCA1_mean,0.013582881,0.013582881,Large_diam_woody,10,5
Percent.Below.10th.Quantile,-0.013299177,0.013299177,Large_diam_woody,10,5
Linearity_mean,0.013038289,0.013038289,Large_diam_woody,10,5
Kurt_PropOcc_RelZ1.05_2.00,-0.005017331,0.005017331,Litter_1h,1,1
Anisotropy_sd,-0.004841895,0.004841895,Litter_1h,1,1
Omnivariance_sd,-0.004752036,0.004752036,Litter_1h,1,1
Percent.Below.20th.Quantile,-0.004040416,0.004040416,Litter_1h,1,1
Curvature_sd,-0.003709736,0.003709736,Litter_1h,1,1
Sphericity_sd,-0.00370015,0.00370015,Litter_1h,1,1
ChangeCurvature_sd,-0.003695477,0.003695477,Litter_1h,1,1
Skew_PropOcc_RelZ1.05_2.00,-0.003652494,0.003652494,Litter_1h,1,1
ipcumzq70,0.003554247,0.003554247,Litter_1h,1,1
ipcumzq50,0.003531488,0.003531488,Litter_1h,1,1
Total_PAD_FullROI,0.021136308,0.021136308,Litter_1h,1,2
Percent.Below.20th.Quantile,-0.020710657,0.020710657,Litter_1h,1,2
Eigentropy_sd,-0.018064078,0.018064078,Litter_1h,1,2
Omnivariance_sd,-0.015864668,0.015864668,Litter_1h,1,2
Percent.Below.30th.Quantile,-0.009990416,0.009990416,Litter_1h,1,2
NormalChangeRate_sd,0.009498966,0.009498966,Litter_1h,1,2
Planarity_sd,0.009494501,0.009494501,Litter_1h,1,2
Anisotropy_sd,-0.008384113,0.008384113,Litter_1h,1,2
Kurt_PropOcc_RelZ1.05_2.00,-0.007323152,0.007323152,Litter_1h,1,2
PC_Strata_1.00.2.00,0.003609084,0.003609084,Litter_1h,1,2
Anisotropy_mean,0.000709907,0.000709907,Litter_1h,1,3
Eigentropy_sd,-0.000651051,0.000651051,Litter_1h,1,3
Percent.Below.20th.Quantile,-0.000646204,0.000646204,Litter_1h,1,3
Anisotropy_sd,-0.000644194,0.000644194,Litter_1h,1,3
Sphericity_mean,-0.000634014,0.000634014,Litter_1h,1,3
Percent.Below.30th.Quantile,-0.000633091,0.000633091,Litter_1h,1,3
eSmallest_mean,-0.000626218,0.000626218,Litter_1h,1,3
PC_Strata_1.00.2.00,0.000605542,0.000605542,Litter_1h,1,3
ChangeCurvature_mean,-0.000598958,0.000598958,Litter_1h,1,3
Curvature_mean,-0.000598688,0.000598688,Litter_1h,1,3
Planarity_sd,0.002768642,0.002768642,Litter_1h,1,4
NormalChangeRate_sd,0.002766629,0.002766629,Litter_1h,1,4
Anisotropy_mean,0.002542768,0.002542768,Litter_1h,1,4
Percent.Below.20th.Quantile,-0.002465859,0.002465859,Litter_1h,1,4
eSmallest_mean,-0.002367487,0.002367487,Litter_1h,1,4
Sphericity_mean,-0.002352247,0.002352247,Litter_1h,1,4
Omnivariance_sd,-0.002291588,0.002291588,Litter_1h,1,4
Percent.Below.30th.Quantile,-0.002275087,0.002275087,Litter_1h,1,4
Curvature_mean,-0.002246174,0.002246174,Litter_1h,1,4
ChangeCurvature_mean,-0.00224356,0.00224356,Litter_1h,1,4
Percent.Below.20th.Quantile,-0.016894543,0.016894543,Litter_1h,1,5
Omnivariance_sd,-0.013011465,0.013011465,Litter_1h,1,5
Total_PAD_FullROI,0.012875729,0.012875729,Litter_1h,1,5
Anisotropy_sd,-0.008297701,0.008297701,Litter_1h,1,5
PC_Strata_1.00.2.00,0.006370803,0.006370803,Litter_1h,1,5
Anisotropy_mean,0.005770895,0.005770895,Litter_1h,1,5
NormalChangeRate_sd,0.005448666,0.005448666,Litter_1h,1,5
Planarity_sd,0.005418183,0.005418183,Litter_1h,1,5
Percent.Below.30th.Quantile,-0.003821778,0.003821778,Litter_1h,1,5
zq55,0.00201853,0.00201853,Litter_1h,1,5
Omnivariance_sd,-0.004709081,0.004709081,Litter_1h,2,1
Anisotropy_sd,-0.00457265,0.00457265,Litter_1h,2,1
Eigentropy_sd,-0.004113903,0.004113903,Litter_1h,2,1
Percent.Below.20th.Quantile,-0.004087488,0.004087488,Litter_1h,2,1
Kurt_PropOcc_RelZ1.05_2.00,-0.003762466,0.003762466,Litter_1h,2,1
ipcumzq50,0.003762395,0.003762395,Litter_1h,2,1
Anisotropy_mean,0.003753767,0.003753767,Litter_1h,2,1
Sphericity_sd,-0.003513271,0.003513271,Litter_1h,2,1
Nx_sd,-0.003456006,0.003456006,Litter_1h,2,1
Curvature_sd,-0.003255801,0.003255801,Litter_1h,2,1
Percent.Below.20th.Quantile,-0.003862541,0.003862541,Litter_1h,2,2
Omnivariance_sd,-0.003468212,0.003468212,Litter_1h,2,2
Planarity_sd,0.00338215,0.00338215,Litter_1h,2,2
NormalChangeRate_sd,0.003376161,0.003376161,Litter_1h,2,2
Total_PAD_FullROI,0.003070066,0.003070066,Litter_1h,2,2
Anisotropy_mean,0.003042562,0.003042562,Litter_1h,2,2
Percent.Below.30th.Quantile,-0.003002166,0.003002166,Litter_1h,2,2
PC_Strata_1.00.2.00,0.002945435,0.002945435,Litter_1h,2,2
Sphericity_mean,-0.002835356,0.002835356,Litter_1h,2,2
eSmallest_mean,-0.002812495,0.002812495,Litter_1h,2,2
PC_Density_m3,0,0,Litter_1h,2,3
cHull_vol,0,0,Litter_1h,2,3
Alpha_Vol_m3,0,0,Litter_1h,2,3
horizontalRumpel,0,0,Litter_1h,2,3
mean_vox_ht,0,0,Litter_1h,2,3
sd_vox_ht,0,0,Litter_1h,2,3
zmax,0,0,Litter_1h,2,3
zmean,0,0,Litter_1h,2,3
zsd,0,0,Litter_1h,2,3
zskew,0,0,Litter_1h,2,3
Anisotropy_sd,-0.001392665,0.001392665,Litter_1h,2,4
Percent.Below.20th.Quantile,-0.001370566,0.001370566,Litter_1h,2,4
Anisotropy_mean,0.001322972,0.001322972,Litter_1h,2,4
Omnivariance_sd,-0.001279933,0.001279933,Litter_1h,2,4
PC_Strata_1.00.2.00,0.001220199,0.001220199,Litter_1h,2,4
Total_PAD_FullROI,0.001196344,0.001196344,Litter_1h,2,4
Planarity_sd,0.001186264,0.001186264,Litter_1h,2,4
NormalChangeRate_sd,0.001185998,0.001185998,Litter_1h,2,4
eSmallest_mean,-0.001151883,0.001151883,Litter_1h,2,4
Sphericity_mean,-0.001143923,0.001143923,Litter_1h,2,4
Omnivariance_sd,-0.028628025,0.028628025,Litter_1h,2,5
Eigentropy_sd,-0.022881044,0.022881044,Litter_1h,2,5
Anisotropy_sd,-0.01298302,0.01298302,Litter_1h,2,5
Percent.Below.20th.Quantile,-0.007312795,0.007312795,Litter_1h,2,5
Percent.Below.30th.Quantile,-0.004158403,0.004158403,Litter_1h,2,5
Anisotropy_mean,0.002432311,0.002432311,Litter_1h,2,5
PC_Density_m3,0,0,Litter_1h,2,5
cHull_vol,0,0,Litter_1h,2,5
Alpha_Vol_m3,0,0,Litter_1h,2,5
horizontalRumpel,0,0,Litter_1h,2,5
Percent.Below.20th.Quantile,-0.034824583,0.034824583,Litter_1h,3,1
PC_Strata_1.00.2.00,0.028709544,0.028709544,Litter_1h,3,1
Eigentropy_sd,-0.026472834,0.026472834,Litter_1h,3,1
Anisotropy_sd,-0.017803514,0.017803514,Litter_1h,3,1
PC_Density_m3,0,0,Litter_1h,3,1
cHull_vol,0,0,Litter_1h,3,1
Alpha_Vol_m3,0,0,Litter_1h,3,1
horizontalRumpel,0,0,Litter_1h,3,1
mean_vox_ht,0,0,Litter_1h,3,1
sd_vox_ht,0,0,Litter_1h,3,1
Omnivariance_sd,-0.015741747,0.015741747,Litter_1h,3,2
Anisotropy_sd,-0.008225026,0.008225026,Litter_1h,3,2
Anisotropy_mean,0.004594316,0.004594316,Litter_1h,3,2
eSmallest_sd,-0.002961548,0.002961548,Litter_1h,3,2
Percent.Below.20th.Quantile,-0.002925358,0.002925358,Litter_1h,3,2
Nx_sd,-0.00251207,0.00251207,Litter_1h,3,2
Kurt_PropOcc_RelZ1.05_2.00,-0.002432978,0.002432978,Litter_1h,3,2
Sphericity_sd,-0.001237401,0.001237401,Litter_1h,3,2
eSmallest_mean,-0.000505037,0.000505037,Litter_1h,3,2
PC_Density_m3,0,0,Litter_1h,3,2
Kurt_PropOcc_RelZ0.55_1.00,-0.01853762,0.01853762,Litter_1h,3,3
Kurt_PropOcc_RelZ0.30_0.50,-0.016543786,0.016543786,Litter_1h,3,3
Eigentropy_sd,-0.015311603,0.015311603,Litter_1h,3,3
Omnivariance_sd,-0.014431091,0.014431091,Litter_1h,3,3
zq55,0.011218888,0.011218888,Litter_1h,3,3
Anisotropy_mean,0.01107507,0.01107507,Litter_1h,3,3
Percent.Below.30th.Quantile,-0.011023838,0.011023838,Litter_1h,3,3
Anisotropy_sd,-0.010956877,0.010956877,Litter_1h,3,3
Oligophotic,-0.010643515,0.010643515,Litter_1h,3,3
zq45,0.010538397,0.010538397,Litter_1h,3,3
Total_PAD_FullROI,0.00032613,0.00032613,Litter_1h,3,4
Percent.Below.20th.Quantile,-0.000315508,0.000315508,Litter_1h,3,4
Mean_PAD_FullROI,0.000277512,0.000277512,Litter_1h,3,4
Percent.Below.30th.Quantile,-0.000255311,0.000255311,Litter_1h,3,4
NormalChangeRate_sd,0.000247527,0.000247527,Litter_1h,3,4
Planarity_sd,0.000247524,0.000247524,Litter_1h,3,4
horizontalRumpel,0.000238272,0.000238272,Litter_1h,3,4
Anisotropy_mean,0.000232504,0.000232504,Litter_1h,3,4
X100th.Percent.Quantile,0.000222734,0.000222734,Litter_1h,3,4
Mean_PAD_RelZ0.55_1.00,0.000220056,0.000220056,Litter_1h,3,4
Planarity_sd,0.030520466,0.030520466,Litter_1h,3,5
PC_Density_m3,0,0,Litter_1h,3,5
cHull_vol,0,0,Litter_1h,3,5
Alpha_Vol_m3,0,0,Litter_1h,3,5
horizontalRumpel,0,0,Litter_1h,3,5
mean_vox_ht,0,0,Litter_1h,3,5
sd_vox_ht,0,0,Litter_1h,3,5
zmax,0,0,Litter_1h,3,5
zmean,0,0,Litter_1h,3,5
zsd,0,0,Litter_1h,3,5
PC_Density_m3,0,0,Litter_1h,4,1
cHull_vol,0,0,Litter_1h,4,1
Alpha_Vol_m3,0,0,Litter_1h,4,1
horizontalRumpel,0,0,Litter_1h,4,1
mean_vox_ht,0,0,Litter_1h,4,1
sd_vox_ht,0,0,Litter_1h,4,1
zmax,0,0,Litter_1h,4,1
zmean,0,0,Litter_1h,4,1
zsd,0,0,Litter_1h,4,1
zskew,0,0,Litter_1h,4,1
Anisotropy_sd,-0.001935986,0.001935986,Litter_1h,4,2
PC_Strata_1.00.2.00,0.001927274,0.001927274,Litter_1h,4,2
Anisotropy_mean,0.001892362,0.001892362,Litter_1h,4,2
NormalChangeRate_sd,0.001802806,0.001802806,Litter_1h,4,2
Planarity_sd,0.001802285,0.001802285,Litter_1h,4,2
zq55,0.001774847,0.001774847,Litter_1h,4,2
Eigentropy_sd,-0.001747177,0.001747177,Litter_1h,4,2
zq60,0.001659162,0.001659162,Litter_1h,4,2
eSmallest_mean,-0.00165423,0.00165423,Litter_1h,4,2
zq50,0.001642038,0.001642038,Litter_1h,4,2
Omnivariance_sd,-0.040949748,0.040949748,Litter_1h,4,3
Percent.Below.20th.Quantile,-0.039854395,0.039854395,Litter_1h,4,3
Total_PAD_FullROI,0.008240887,0.008240887,Litter_1h,4,3
PC_Strata_1.00.2.00,0.003664445,0.003664445,Litter_1h,4,3
Anisotropy_sd,-0.001492284,0.001492284,Litter_1h,4,3
Eigentropy_sd,-0.000892789,0.000892789,Litter_1h,4,3
PC_Density_m3,0,0,Litter_1h,4,3
cHull_vol,0,0,Litter_1h,4,3
Alpha_Vol_m3,0,0,Litter_1h,4,3
horizontalRumpel,0,0,Litter_1h,4,3
PC_Density_m3,0,0,Litter_1h,4,4
cHull_vol,0,0,Litter_1h,4,4
Alpha_Vol_m3,0,0,Litter_1h,4,4
horizontalRumpel,0,0,Litter_1h,4,4
mean_vox_ht,0,0,Litter_1h,4,4
sd_vox_ht,0,0,Litter_1h,4,4
zmax,0,0,Litter_1h,4,4
zmean,0,0,Litter_1h,4,4
zsd,0,0,Litter_1h,4,4
zskew,0,0,Litter_1h,4,4
Percent.Below.20th.Quantile,-0.00414208,0.00414208,Litter_1h,4,5
Omnivariance_sd,-0.003753023,0.003753023,Litter_1h,4,5
Anisotropy_sd,-0.003587547,0.003587547,Litter_1h,4,5
Anisotropy_mean,0.003451975,0.003451975,Litter_1h,4,5
Percent.Below.30th.Quantile,-0.003340661,0.003340661,Litter_1h,4,5
Kurt_PropOcc_RelZ1.05_2.00,-0.003219927,0.003219927,Litter_1h,4,5
PCA2_mean,0.003217304,0.003217304,Litter_1h,4,5
Eigentropy_sd,-0.0031807,0.0031807,Litter_1h,4,5
Sphericity_mean,-0.003069279,0.003069279,Litter_1h,4,5
Curvature_mean,-0.00299815,0.00299815,Litter_1h,4,5
Percent.Below.30th.Quantile,-0.004723755,0.004723755,Litter_1h,5,1
Percent.Below.20th.Quantile,-0.004395624,0.004395624,Litter_1h,5,1
Anisotropy_sd,-0.004133076,0.004133076,Litter_1h,5,1
Omnivariance_sd,-0.004078428,0.004078428,Litter_1h,5,1
Anisotropy_mean,0.00406228,0.00406228,Litter_1h,5,1
Sphericity_mean,-0.003602533,0.003602533,Litter_1h,5,1
Sphericity_sd,-0.003554012,0.003554012,Litter_1h,5,1
Curvature_mean,-0.003526828,0.003526828,Litter_1h,5,1
ChangeCurvature_mean,-0.003524045,0.003524045,Litter_1h,5,1
Planarity_sd,0.003509588,0.003509588,Litter_1h,5,1
Planarity_sd,0.006254429,0.006254429,Litter_1h,5,2
NormalChangeRate_sd,0.006219107,0.006219107,Litter_1h,5,2
Total_PAD_FullROI,0.005435132,0.005435132,Litter_1h,5,2
Kurt_PropOcc_RelZ1.05_2.00,-0.005149364,0.005149364,Litter_1h,5,2
Eigentropy_sd,-0.005044898,0.005044898,Litter_1h,5,2
Mean_PAD_FullROI,0.004844438,0.004844438,Litter_1h,5,2
Percent.Below.20th.Quantile,-0.004583942,0.004583942,Litter_1h,5,2
PC_Strata_1.00.2.00,0.004480495,0.004480495,Litter_1h,5,2
Omnivariance_sd,-0.004375345,0.004375345,Litter_1h,5,2
Percent.Below.30th.Quantile,-0.004229127,0.004229127,Litter_1h,5,2
Eigentropy_sd,-0.002160407,0.002160407,Litter_1h,5,3
Anisotropy_sd,-0.002081997,0.002081997,Litter_1h,5,3
Omnivariance_sd,-0.0020458,0.0020458,Litter_1h,5,3
Anisotropy_mean,0.001982413,0.001982413,Litter_1h,5,3
PCA1_mean,-0.00198202,0.00198202,Litter_1h,5,3
ipcumzq70,0.001907603,0.001907603,Litter_1h,5,3
Sphericity_mean,-0.001691879,0.001691879,Litter_1h,5,3
eSmallest_mean,-0.001659515,0.001659515,Litter_1h,5,3
Kurt_PropOcc_RelZ1.05_2.00,-0.001655602,0.001655602,Litter_1h,5,3
ChangeCurvature_mean,-0.001628169,0.001628169,Litter_1h,5,3
PC_Density_m3,0,0,Litter_1h,5,4
cHull_vol,0,0,Litter_1h,5,4
Alpha_Vol_m3,0,0,Litter_1h,5,4
horizontalRumpel,0,0,Litter_1h,5,4
mean_vox_ht,0,0,Litter_1h,5,4
sd_vox_ht,0,0,Litter_1h,5,4
zmax,0,0,Litter_1h,5,4
zmean,0,0,Litter_1h,5,4
zsd,0,0,Litter_1h,5,4
zskew,0,0,Litter_1h,5,4
Anisotropy_sd,-0.051689606,0.051689606,Litter_1h,5,5
Percent.Below.20th.Quantile,-0.046316839,0.046316839,Litter_1h,5,5
Anisotropy_mean,0.012443949,0.012443949,Litter_1h,5,5
PC_Strata_1.00.2.00,0.009664096,0.009664096,Litter_1h,5,5
Kurt_PropOcc_RelZ1.05_2.00,-0.009444815,0.009444815,Litter_1h,5,5
Omnivariance_sd,-0.005690858,0.005690858,Litter_1h,5,5
zpcum8,-0.002748011,0.002748011,Litter_1h,5,5
zpcum7,-0.002465045,0.002465045,Litter_1h,5,5
PC_Density_m3,0,0,Litter_1h,5,5
cHull_vol,0,0,Litter_1h,5,5
Percent.Below.20th.Quantile,-0.036723275,0.036723275,Litter_1h,6,1
Omnivariance_sd,-0.026256598,0.026256598,Litter_1h,6,1
Anisotropy_sd,-0.01248066,0.01248066,Litter_1h,6,1
PC_Strata_1.00.2.00,0.004209106,0.004209106,Litter_1h,6,1
PC_Density_m3,0,0,Litter_1h,6,1
cHull_vol,0,0,Litter_1h,6,1
Alpha_Vol_m3,0,0,Litter_1h,6,1
horizontalRumpel,0,0,Litter_1h,6,1
mean_vox_ht,0,0,Litter_1h,6,1
sd_vox_ht,0,0,Litter_1h,6,1
Percent.Below.20th.Quantile,-0.002372491,0.002372491,Litter_1h,6,2
Omnivariance_sd,-0.002334899,0.002334899,Litter_1h,6,2
Eigentropy_sd,-0.002241224,0.002241224,Litter_1h,6,2
Anisotropy_sd,-0.001953186,0.001953186,Litter_1h,6,2
Kurt_PropOcc_RelZ1.05_2.00,-0.001839181,0.001839181,Litter_1h,6,2
Percent.Below.30th.Quantile,-0.001739736,0.001739736,Litter_1h,6,2
Planarity_sd,0.001736365,0.001736365,Litter_1h,6,2
NormalChangeRate_sd,0.001734929,0.001734929,Litter_1h,6,2
Anisotropy_mean,0.00163544,0.00163544,Litter_1h,6,2
eSum_sd,-0.001570011,0.001570011,Litter_1h,6,2
Omnivariance_sd,-0.035116632,0.035116632,Litter_1h,6,3
Anisotropy_sd,-0.024602572,0.024602572,Litter_1h,6,3
Anisotropy_mean,0.024461225,0.024461225,Litter_1h,6,3
Percent.Below.30th.Quantile,-0.001396641,0.001396641,Litter_1h,6,3
Kurt_PropOcc_RelZ0.30_0.50,-0.000662088,0.000662088,Litter_1h,6,3
PC_Density_m3,0,0,Litter_1h,6,3
cHull_vol,0,0,Litter_1h,6,3
Alpha_Vol_m3,0,0,Litter_1h,6,3
horizontalRumpel,0,0,Litter_1h,6,3
mean_vox_ht,0,0,Litter_1h,6,3
Planarity_sd,0.004012572,0.004012572,Litter_1h,6,4
NormalChangeRate_sd,0.003996831,0.003996831,Litter_1h,6,4
Percent.Below.20th.Quantile,-0.003816344,0.003816344,Litter_1h,6,4
Eigentropy_sd,-0.003443537,0.003443537,Litter_1h,6,4
PCA2_mean,0.003408934,0.003408934,Litter_1h,6,4
Total_PAD_FullROI,0.003348821,0.003348821,Litter_1h,6,4
Kurt_PropOcc_RelZ1.05_2.00,-0.003121942,0.003121942,Litter_1h,6,4
Mean_PAD_FullROI,0.003121171,0.003121171,Litter_1h,6,4
zpcum6,-0.002923634,0.002923634,Litter_1h,6,4
Percent.Below.30th.Quantile,-0.002908375,0.002908375,Litter_1h,6,4
Anisotropy_sd,-0.003446129,0.003446129,Litter_1h,6,5
Eigentropy_sd,-0.003444298,0.003444298,Litter_1h,6,5
Omnivariance_sd,-0.003426466,0.003426466,Litter_1h,6,5
Anisotropy_mean,0.003292123,0.003292123,Litter_1h,6,5
Percent.Below.20th.Quantile,-0.003197766,0.003197766,Litter_1h,6,5
PC_Strata_1.00.2.00,0.003086534,0.003086534,Litter_1h,6,5
Planarity_sd,0.003053522,0.003053522,Litter_1h,6,5
NormalChangeRate_sd,0.003045136,0.003045136,Litter_1h,6,5
zq55,0.002938781,0.002938781,Litter_1h,6,5
Kurt_PropOcc_RelZ1.05_2.00,-0.002918397,0.002918397,Litter_1h,6,5
Percent.Below.20th.Quantile,-0.042513773,0.042513773,Litter_1h,7,1
Omnivariance_sd,-0.00810122,0.00810122,Litter_1h,7,1
Anisotropy_mean,0.000759123,0.000759123,Litter_1h,7,1
PC_Density_m3,0,0,Litter_1h,7,1
cHull_vol,0,0,Litter_1h,7,1
Alpha_Vol_m3,0,0,Litter_1h,7,1
horizontalRumpel,0,0,Litter_1h,7,1
mean_vox_ht,0,0,Litter_1h,7,1
sd_vox_ht,0,0,Litter_1h,7,1
zmax,0,0,Litter_1h,7,1
Omnivariance_sd,-0.027411598,0.027411598,Litter_1h,7,2
PC_Density_m3,0,0,Litter_1h,7,2
cHull_vol,0,0,Litter_1h,7,2
Alpha_Vol_m3,0,0,Litter_1h,7,2
horizontalRumpel,0,0,Litter_1h,7,2
mean_vox_ht,0,0,Litter_1h,7,2
sd_vox_ht,0,0,Litter_1h,7,2
zmax,0,0,Litter_1h,7,2
zmean,0,0,Litter_1h,7,2
zsd,0,0,Litter_1h,7,2
Omnivariance_sd,-0.002034722,0.002034722,Litter_1h,7,3
Anisotropy_sd,-0.001809882,0.001809882,Litter_1h,7,3
Kurt_PropOcc_RelZ1.05_2.00,-0.001629564,0.001629564,Litter_1h,7,3
Planarity_sd,0.001562449,0.001562449,Litter_1h,7,3
NormalChangeRate_sd,0.001562335,0.001562335,Litter_1h,7,3
PCA1_mean,-0.001558753,0.001558753,Litter_1h,7,3
Percent.Below.20th.Quantile,-0.001510626,0.001510626,Litter_1h,7,3
eSmallest_sd,-0.001503491,0.001503491,Litter_1h,7,3
Anisotropy_mean,0.001458367,0.001458367,Litter_1h,7,3
PC_Strata_1.00.2.00,0.001378485,0.001378485,Litter_1h,7,3
Total_PAD_FullROI,0.002702772,0.002702772,Litter_1h,7,4
Anisotropy_sd,-0.002644851,0.002644851,Litter_1h,7,4
Mean_PAD_FullROI,0.002223968,0.002223968,Litter_1h,7,4
Percent.Below.20th.Quantile,-0.002145837,0.002145837,Litter_1h,7,4
Total_PAD_RelZ0_0.25,0.002139771,0.002139771,Litter_1h,7,4
vzrumple,0.002119322,0.002119322,Litter_1h,7,4
Eigentropy_sd,-0.002110081,0.002110081,Litter_1h,7,4
Omnivariance_sd,-0.002058872,0.002058872,Litter_1h,7,4
Mean_PAD_RelZ0_0.25,0.002027674,0.002027674,Litter_1h,7,4
Kurt_PropOcc_RelZ1.05_2.00,-0.001945784,0.001945784,Litter_1h,7,4
Anisotropy_mean,0.026226734,0.026226734,Litter_1h,7,5
Percent.Below.20th.Quantile,-0.01861781,0.01861781,Litter_1h,7,5
PC_Density_m3,0,0,Litter_1h,7,5
cHull_vol,0,0,Litter_1h,7,5
Alpha_Vol_m3,0,0,Litter_1h,7,5
horizontalRumpel,0,0,Litter_1h,7,5
mean_vox_ht,0,0,Litter_1h,7,5
sd_vox_ht,0,0,Litter_1h,7,5
zmax,0,0,Litter_1h,7,5
zmean,0,0,Litter_1h,7,5
Eigentropy_sd,-0.002483956,0.002483956,Litter_1h,8,1
Omnivariance_sd,-0.002482782,0.002482782,Litter_1h,8,1
Anisotropy_sd,-0.002353618,0.002353618,Litter_1h,8,1
Percent.Below.30th.Quantile,-0.00230931,0.00230931,Litter_1h,8,1
Planarity_sd,0.002303631,0.002303631,Litter_1h,8,1
NormalChangeRate_sd,0.002300527,0.002300527,Litter_1h,8,1
Anisotropy_mean,0.002223551,0.002223551,Litter_1h,8,1
Percent.Below.20th.Quantile,-0.002096533,0.002096533,Litter_1h,8,1
eSmallest_mean,-0.001926746,0.001926746,Litter_1h,8,1
Sphericity_mean,-0.001925108,0.001925108,Litter_1h,8,1
PCA2_mean,0.003118173,0.003118173,Litter_1h,8,2
Percent.Below.20th.Quantile,-0.003074222,0.003074222,Litter_1h,8,2
PC_Strata_1.00.2.00,0.002962973,0.002962973,Litter_1h,8,2
Omnivariance_sd,-0.002855838,0.002855838,Litter_1h,8,2
Planarity_sd,0.002524521,0.002524521,Litter_1h,8,2
NormalChangeRate_sd,0.002520955,0.002520955,Litter_1h,8,2
zq60,0.002405177,0.002405177,Litter_1h,8,2
Kurt_PropOcc_RelZ1.05_2.00,-0.002388657,0.002388657,Litter_1h,8,2
Anisotropy_mean,0.002373641,0.002373641,Litter_1h,8,2
zq65,0.00230444,0.00230444,Litter_1h,8,2
Omnivariance_sd,-0.000205692,0.000205692,Litter_1h,8,3
Anisotropy_sd,-0.000178865,0.000178865,Litter_1h,8,3
Anisotropy_mean,0.000178005,0.000178005,Litter_1h,8,3
Percent.Below.20th.Quantile,-0.000175067,0.000175067,Litter_1h,8,3
Eigentropy_sd,-0.000174907,0.000174907,Litter_1h,8,3
Percent.Below.30th.Quantile,-0.000166963,0.000166963,Litter_1h,8,3
NormalChangeRate_sd,0.000166271,0.000166271,Litter_1h,8,3
Planarity_sd,0.000166271,0.000166271,Litter_1h,8,3
Sphericity_mean,-0.000158846,0.000158846,Litter_1h,8,3
Planarity_mean,0.000156021,0.000156021,Litter_1h,8,3
Percent.Below.20th.Quantile,-0.058197197,0.058197197,Litter_1h,8,4
Anisotropy_sd,-0.057478629,0.057478629,Litter_1h,8,4
PC_Strata_1.00.2.00,0.018066334,0.018066334,Litter_1h,8,4
Kurt_PropOcc_RelZ1.05_2.00,-0.015393491,0.015393491,Litter_1h,8,4
Anisotropy_mean,0.000227125,0.000227125,Litter_1h,8,4
PC_Density_m3,0,0,Litter_1h,8,4
cHull_vol,0,0,Litter_1h,8,4
Alpha_Vol_m3,0,0,Litter_1h,8,4
horizontalRumpel,0,0,Litter_1h,8,4
mean_vox_ht,0,0,Litter_1h,8,4
Percent.Below.20th.Quantile,-0.002701184,0.002701184,Litter_1h,8,5
Anisotropy_sd,-0.002673832,0.002673832,Litter_1h,8,5
Omnivariance_sd,-0.002503913,0.002503913,Litter_1h,8,5
Total_PAD_FullROI,0.002400406,0.002400406,Litter_1h,8,5
Anisotropy_mean,0.00234922,0.00234922,Litter_1h,8,5
Eigentropy_sd,-0.002253684,0.002253684,Litter_1h,8,5
Planarity_sd,0.002166004,0.002166004,Litter_1h,8,5
NormalChangeRate_sd,0.002163586,0.002163586,Litter_1h,8,5
PC_Strata_1.00.2.00,0.002091252,0.002091252,Litter_1h,8,5
Sphericity_mean,-0.001988159,0.001988159,Litter_1h,8,5
PC_Strata_1.00.2.00,0.084779188,0.084779188,Litter_1h,9,1
vzrumple,0.059554553,0.059554553,Litter_1h,9,1
Percent.Below.20th.Quantile,-0.002516771,0.002516771,Litter_1h,9,1
PC_Density_m3,0,0,Litter_1h,9,1
cHull_vol,0,0,Litter_1h,9,1
Alpha_Vol_m3,0,0,Litter_1h,9,1
horizontalRumpel,0,0,Litter_1h,9,1
mean_vox_ht,0,0,Litter_1h,9,1
sd_vox_ht,0,0,Litter_1h,9,1
zmax,0,0,Litter_1h,9,1
Percent.Below.20th.Quantile,-0.044810467,0.044810467,Litter_1h,9,2
Omnivariance_sd,-0.037651348,0.037651348,Litter_1h,9,2
Kurt_PropOcc_RelZ0.30_0.50,-0.034616885,0.034616885,Litter_1h,9,2
Anisotropy_mean,0.024805384,0.024805384,Litter_1h,9,2
Percent.Below.30th.Quantile,-0.02328828,0.02328828,Litter_1h,9,2
eMedium_sd,0.016969903,0.016969903,Litter_1h,9,2
Planarity_sd,0.008543964,0.008543964,Litter_1h,9,2
NormalChangeRate_sd,0.008148102,0.008148102,Litter_1h,9,2
PCA2_mean,0.006880614,0.006880614,Litter_1h,9,2
Anisotropy_sd,-0.006236963,0.006236963,Litter_1h,9,2
Omnivariance_sd,-0.000195326,0.000195326,Litter_1h,9,3
