Predictor,Coefficient,AbsCoef,Dataset,Repeat,Fold
Total_PAD_RelZ0.55_1.00,0.036186934,0.036186934,Shrub,10,3
Mean_PAD_RelZ0.55_1.00,0.0338486,0.0338486,Shrub,10,3
PCA2_mean,0.025842343,0.025842343,Shrub,10,3
Percent.Below.90th.Quantile,0.025653363,0.025653363,Shrub,10,3
Mean_PAD_RelZ0.30_0.50,0.025473454,0.025473454,Shrub,10,3
horizontalRumpel,0.024578896,0.024578896,Shrub,10,3
Total_PAD_FullROI,0.023609885,0.023609885,Shrub,10,3
zq75,0.023383787,0.023383787,Shrub,10,3
PC_Strata_1.00.2.00,0.022504718,0.022504718,Shrub,10,3
zq45,0.022294636,0.022294636,Shrub,10,3
Mean_PAD_RelZ0.55_1.00,0.031738182,0.031738182,Shrub,10,4
Mean_PAD_RelZ0.30_0.50,0.030436085,0.030436085,Shrub,10,4
zq5,-0.030416216,0.030416216,Shrub,10,4
Total_PAD_RelZ0.55_1.00,0.029372482,0.029372482,Shrub,10,4
ipcumzq70,0.02776529,0.02776529,Shrub,10,4
zq10,-0.027052206,0.027052206,Shrub,10,4
Total_PAD_FullROI,0.026663481,0.026663481,Shrub,10,4
zq75,0.026443401,0.026443401,Shrub,10,4
Percent.Below.90th.Quantile,0.026391429,0.026391429,Shrub,10,4
zq15,-0.025152663,0.025152663,Shrub,10,4
Total_PAD_RelZ0.55_1.00,0.018337671,0.018337671,Shrub,10,5
Mean_PAD_RelZ0.55_1.00,0.017329973,0.017329973,Shrub,10,5
Percent.Below.90th.Quantile,0.016018046,0.016018046,Shrub,10,5
zq75,0.015131055,0.015131055,Shrub,10,5
PC_Strata_1.00.2.00,0.014791004,0.014791004,Shrub,10,5
zq70,0.014539428,0.014539428,Shrub,10,5
Total_PAD_FullROI,0.014345458,0.014345458,Shrub,10,5
Mean_PAD_RelZ0.30_0.50,0.014306085,0.014306085,Shrub,10,5
zq65,0.014094953,0.014094953,Shrub,10,5
horizontalRumpel,0.013899645,0.013899645,Shrub,10,5
lad_max,0.007539259,0.007539259,Large_diam_woody,1,1
Linearity_mean,0.00668762,0.00668762,Large_diam_woody,1,1
Ny_mean,0.006519257,0.006519257,Large_diam_woody,1,1
lad_mean,0.006510099,0.006510099,Large_diam_woody,1,1
Total_PAD_RelZ0.30_0.50,0.006468412,0.006468412,Large_diam_woody,1,1
lad_sum,0.00622401,0.00622401,Large_diam_woody,1,1
Percent.Below.20th.Quantile,0.006121088,0.006121088,Large_diam_woody,1,1
eSum_mean,-0.005829056,0.005829056,Large_diam_woody,1,1
Percent.Below.30th.Quantile,0.005774487,0.005774487,Large_diam_woody,1,1
eMedium_mean,-0.005772243,0.005772243,Large_diam_woody,1,1
Percent.Below.30th.Quantile,0.112857736,0.112857736,Large_diam_woody,1,2
lad_max,0.103415901,0.103415901,Large_diam_woody,1,2
lad_mean,0.088622314,0.088622314,Large_diam_woody,1,2
Ny_mean,0.081441946,0.081441946,Large_diam_woody,1,2
Percent.Below.40th.Quantile,0.076891912,0.076891912,Large_diam_woody,1,2
lad_sum,0.075237638,0.075237638,Large_diam_woody,1,2
Percent.Below.20th.Quantile,0.073518664,0.073518664,Large_diam_woody,1,2
PCA1_mean,0.05660382,0.05660382,Large_diam_woody,1,2
PCA2_mean,0.052707678,0.052707678,Large_diam_woody,1,2
Percent.Below.10th.Quantile,-0.04986818,0.04986818,Large_diam_woody,1,2
PC_Density_m3,0,0,Large_diam_woody,1,3
cHull_vol,0,0,Large_diam_woody,1,3
Alpha_Vol_m3,0,0,Large_diam_woody,1,3
horizontalRumpel,0,0,Large_diam_woody,1,3
mean_vox_ht,0,0,Large_diam_woody,1,3
sd_vox_ht,0,0,Large_diam_woody,1,3
zmax,0,0,Large_diam_woody,1,3
zmean,0,0,Large_diam_woody,1,3
zsd,0,0,Large_diam_woody,1,3
zskew,0,0,Large_diam_woody,1,3
PC_Density_m3,0,0,Large_diam_woody,1,4
cHull_vol,0,0,Large_diam_woody,1,4
Alpha_Vol_m3,0,0,Large_diam_woody,1,4
horizontalRumpel,0,0,Large_diam_woody,1,4
mean_vox_ht,0,0,Large_diam_woody,1,4
sd_vox_ht,0,0,Large_diam_woody,1,4
zmax,0,0,Large_diam_woody,1,4
zmean,0,0,Large_diam_woody,1,4
zsd,0,0,Large_diam_woody,1,4
zskew,0,0,Large_diam_woody,1,4
PC_Density_m3,0,0,Large_diam_woody,1,5
cHull_vol,0,0,Large_diam_woody,1,5
Alpha_Vol_m3,0,0,Large_diam_woody,1,5
horizontalRumpel,0,0,Large_diam_woody,1,5
mean_vox_ht,0,0,Large_diam_woody,1,5
sd_vox_ht,0,0,Large_diam_woody,1,5
zmax,0,0,Large_diam_woody,1,5
zmean,0,0,Large_diam_woody,1,5
zsd,0,0,Large_diam_woody,1,5
zskew,0,0,Large_diam_woody,1,5
PC_Density_m3,0,0,Large_diam_woody,2,1
cHull_vol,0,0,Large_diam_woody,2,1
Alpha_Vol_m3,0,0,Large_diam_woody,2,1
horizontalRumpel,0,0,Large_diam_woody,2,1
mean_vox_ht,0,0,Large_diam_woody,2,1
sd_vox_ht,0,0,Large_diam_woody,2,1
zmax,0,0,Large_diam_woody,2,1
zmean,0,0,Large_diam_woody,2,1
zsd,0,0,Large_diam_woody,2,1
zskew,0,0,Large_diam_woody,2,1
PC_Density_m3,0,0,Large_diam_woody,2,2
cHull_vol,0,0,Large_diam_woody,2,2
Alpha_Vol_m3,0,0,Large_diam_woody,2,2
horizontalRumpel,0,0,Large_diam_woody,2,2
mean_vox_ht,0,0,Large_diam_woody,2,2
sd_vox_ht,0,0,Large_diam_woody,2,2
zmax,0,0,Large_diam_woody,2,2
zmean,0,0,Large_diam_woody,2,2
zsd,0,0,Large_diam_woody,2,2
zskew,0,0,Large_diam_woody,2,2
PC_Density_m3,0,0,Large_diam_woody,2,3
cHull_vol,0,0,Large_diam_woody,2,3
Alpha_Vol_m3,0,0,Large_diam_woody,2,3
horizontalRumpel,0,0,Large_diam_woody,2,3
mean_vox_ht,0,0,Large_diam_woody,2,3
sd_vox_ht,0,0,Large_diam_woody,2,3
zmax,0,0,Large_diam_woody,2,3
zmean,0,0,Large_diam_woody,2,3
zsd,0,0,Large_diam_woody,2,3
zskew,0,0,Large_diam_woody,2,3
Percent.Below.30th.Quantile,0.0278281,0.0278281,Large_diam_woody,2,4
lad_max,0.027601001,0.027601001,Large_diam_woody,2,4
lad_mean,0.023137309,0.023137309,Large_diam_woody,2,4
lad_sum,0.021436778,0.021436778,Large_diam_woody,2,4
Ny_mean,0.020786504,0.020786504,Large_diam_woody,2,4
Percent.Below.20th.Quantile,0.020187566,0.020187566,Large_diam_woody,2,4
Percent.Below.40th.Quantile,0.019439801,0.019439801,Large_diam_woody,2,4
PCA1_mean,0.014112901,0.014112901,Large_diam_woody,2,4
Percent.Below.10th.Quantile,-0.014088645,0.014088645,Large_diam_woody,2,4
Linearity_mean,0.013792787,0.013792787,Large_diam_woody,2,4
PC_Density_m3,0,0,Large_diam_woody,2,5
cHull_vol,0,0,Large_diam_woody,2,5
Alpha_Vol_m3,0,0,Large_diam_woody,2,5
horizontalRumpel,0,0,Large_diam_woody,2,5
mean_vox_ht,0,0,Large_diam_woody,2,5
sd_vox_ht,0,0,Large_diam_woody,2,5
zmax,0,0,Large_diam_woody,2,5
zmean,0,0,Large_diam_woody,2,5
zsd,0,0,Large_diam_woody,2,5
zskew,0,0,Large_diam_woody,2,5
PC_Density_m3,0,0,Large_diam_woody,3,1
cHull_vol,0,0,Large_diam_woody,3,1
Alpha_Vol_m3,0,0,Large_diam_woody,3,1
horizontalRumpel,0,0,Large_diam_woody,3,1
mean_vox_ht,0,0,Large_diam_woody,3,1
sd_vox_ht,0,0,Large_diam_woody,3,1
zmax,0,0,Large_diam_woody,3,1
zmean,0,0,Large_diam_woody,3,1
zsd,0,0,Large_diam_woody,3,1
zskew,0,0,Large_diam_woody,3,1
PC_Density_m3,0,0,Large_diam_woody,3,2
cHull_vol,0,0,Large_diam_woody,3,2
Alpha_Vol_m3,0,0,Large_diam_woody,3,2
horizontalRumpel,0,0,Large_diam_woody,3,2
mean_vox_ht,0,0,Large_diam_woody,3,2
sd_vox_ht,0,0,Large_diam_woody,3,2
zmax,0,0,Large_diam_woody,3,2
zmean,0,0,Large_diam_woody,3,2
zsd,0,0,Large_diam_woody,3,2
zskew,0,0,Large_diam_woody,3,2
PC_Density_m3,0,0,Large_diam_woody,3,3
cHull_vol,0,0,Large_diam_woody,3,3
Alpha_Vol_m3,0,0,Large_diam_woody,3,3
horizontalRumpel,0,0,Large_diam_woody,3,3
mean_vox_ht,0,0,Large_diam_woody,3,3
sd_vox_ht,0,0,Large_diam_woody,3,3
zmax,0,0,Large_diam_woody,3,3
zmean,0,0,Large_diam_woody,3,3
zsd,0,0,Large_diam_woody,3,3
zskew,0,0,Large_diam_woody,3,3
PC_Density_m3,0,0,Large_diam_woody,3,4
cHull_vol,0,0,Large_diam_woody,3,4
Alpha_Vol_m3,0,0,Large_diam_woody,3,4
horizontalRumpel,0,0,Large_diam_woody,3,4
mean_vox_ht,0,0,Large_diam_woody,3,4
sd_vox_ht,0,0,Large_diam_woody,3,4
zmax,0,0,Large_diam_woody,3,4
zmean,0,0,Large_diam_woody,3,4
zsd,0,0,Large_diam_woody,3,4
zskew,0,0,Large_diam_woody,3,4
lad_max,0.007672957,0.007672957,Large_diam_woody,3,5
Linearity_mean,0.006854505,0.006854505,Large_diam_woody,3,5
Total_PAD_RelZ0.30_0.50,0.006677346,0.006677346,Large_diam_woody,3,5
Ny_mean,0.006623958,0.006623958,Large_diam_woody,3,5
lad_mean,0.006566724,0.006566724,Large_diam_woody,3,5
lad_sum,0.006392733,0.006392733,Large_diam_woody,3,5
SD_PropOcc_RelZ0.55_1.00,0.006155475,0.006155475,Large_diam_woody,3,5
Percent.Below.30th.Quantile,0.006106598,0.006106598,Large_diam_woody,3,5
Percent.Below.20th.Quantile,0.006005363,0.006005363,Large_diam_woody,3,5
eMedium_mean,-0.006004934,0.006004934,Large_diam_woody,3,5
PC_Density_m3,0,0,Large_diam_woody,4,1
cHull_vol,0,0,Large_diam_woody,4,1
Alpha_Vol_m3,0,0,Large_diam_woody,4,1
horizontalRumpel,0,0,Large_diam_woody,4,1
mean_vox_ht,0,0,Large_diam_woody,4,1
sd_vox_ht,0,0,Large_diam_woody,4,1
zmax,0,0,Large_diam_woody,4,1
zmean,0,0,Large_diam_woody,4,1
zsd,0,0,Large_diam_woody,4,1
zskew,0,0,Large_diam_woody,4,1
PC_Density_m3,0,0,Large_diam_woody,4,2
cHull_vol,0,0,Large_diam_woody,4,2
Alpha_Vol_m3,0,0,Large_diam_woody,4,2
horizontalRumpel,0,0,Large_diam_woody,4,2
mean_vox_ht,0,0,Large_diam_woody,4,2
sd_vox_ht,0,0,Large_diam_woody,4,2
zmax,0,0,Large_diam_woody,4,2
zmean,0,0,Large_diam_woody,4,2
zsd,0,0,Large_diam_woody,4,2
zskew,0,0,Large_diam_woody,4,2
PC_Density_m3,0,0,Large_diam_woody,4,3
cHull_vol,0,0,Large_diam_woody,4,3
Alpha_Vol_m3,0,0,Large_diam_woody,4,3
horizontalRumpel,0,0,Large_diam_woody,4,3
mean_vox_ht,0,0,Large_diam_woody,4,3
sd_vox_ht,0,0,Large_diam_woody,4,3
zmax,0,0,Large_diam_woody,4,3
zmean,0,0,Large_diam_woody,4,3
zsd,0,0,Large_diam_woody,4,3
zskew,0,0,Large_diam_woody,4,3
PC_Density_m3,0,0,Large_diam_woody,4,4
cHull_vol,0,0,Large_diam_woody,4,4
Alpha_Vol_m3,0,0,Large_diam_woody,4,4
horizontalRumpel,0,0,Large_diam_woody,4,4
mean_vox_ht,0,0,Large_diam_woody,4,4
sd_vox_ht,0,0,Large_diam_woody,4,4
zmax,0,0,Large_diam_woody,4,4
zmean,0,0,Large_diam_woody,4,4
zsd,0,0,Large_diam_woody,4,4
zskew,0,0,Large_diam_woody,4,4
Percent.Below.30th.Quantile,0.028147194,0.028147194,Large_diam_woody,4,5
lad_max,0.026367179,0.026367179,Large_diam_woody,4,5
lad_mean,0.022797442,0.022797442,Large_diam_woody,4,5
lad_sum,0.020325719,0.020325719,Large_diam_woody,4,5
Ny_mean,0.019770561,0.019770561,Large_diam_woody,4,5
Percent.Below.40th.Quantile,0.019647952,0.019647952,Large_diam_woody,4,5
Percent.Below.20th.Quantile,0.018984443,0.018984443,Large_diam_woody,4,5
Linearity_mean,0.014284958,0.014284958,Large_diam_woody,4,5
Percent.Below.10th.Quantile,-0.01410761,0.01410761,Large_diam_woody,4,5
PCA1_mean,0.013613474,0.013613474,Large_diam_woody,4,5
PC_Density_m3,0,0,Large_diam_woody,5,1
cHull_vol,0,0,Large_diam_woody,5,1
Alpha_Vol_m3,0,0,Large_diam_woody,5,1
horizontalRumpel,0,0,Large_diam_woody,5,1
mean_vox_ht,0,0,Large_diam_woody,5,1
sd_vox_ht,0,0,Large_diam_woody,5,1
zmax,0,0,Large_diam_woody,5,1
zmean,0,0,Large_diam_woody,5,1
zsd,0,0,Large_diam_woody,5,1
zskew,0,0,Large_diam_woody,5,1
PC_Density_m3,0,0,Large_diam_woody,5,2
cHull_vol,0,0,Large_diam_woody,5,2
Alpha_Vol_m3,0,0,Large_diam_woody,5,2
horizontalRumpel,0,0,Large_diam_woody,5,2
mean_vox_ht,0,0,Large_diam_woody,5,2
sd_vox_ht,0,0,Large_diam_woody,5,2
zmax,0,0,Large_diam_woody,5,2
zmean,0,0,Large_diam_woody,5,2
zsd,0,0,Large_diam_woody,5,2
zskew,0,0,Large_diam_woody,5,2
Percent.Below.30th.Quantile,0.058508922,0.058508922,Large_diam_woody,5,3
lad_max,0.057816417,0.057816417,Large_diam_woody,5,3
lad_mean,0.047562579,0.047562579,Large_diam_woody,5,3
Ny_mean,0.046440299,0.046440299,Large_diam_woody,5,3
lad_sum,0.043436792,0.043436792,Large_diam_woody,5,3
Percent.Below.40th.Quantile,0.042805422,0.042805422,Large_diam_woody,5,3
Percent.Below.20th.Quantile,0.041490444,0.041490444,Large_diam_woody,5,3
PCA1_mean,0.032857298,0.032857298,Large_diam_woody,5,3
Linearity_mean,0.031041159,0.031041159,Large_diam_woody,5,3
PCA2_mean,0.028988041,0.028988041,Large_diam_woody,5,3
Percent.Below.30th.Quantile,0.02864925,0.02864925,Large_diam_woody,5,4
lad_max,0.028629664,0.028629664,Large_diam_woody,5,4
lad_mean,0.024623479,0.024623479,Large_diam_woody,5,4
lad_sum,0.021906502,0.021906502,Large_diam_woody,5,4
Ny_mean,0.020021872,0.020021872,Large_diam_woody,5,4
Percent.Below.20th.Quantile,0.019436727,0.019436727,Large_diam_woody,5,4
Percent.Below.40th.Quantile,0.018782642,0.018782642,Large_diam_woody,5,4
Percent.Below.10th.Quantile,-0.01399034,0.01399034,Large_diam_woody,5,4
PCA1_mean,0.013696842,0.013696842,Large_diam_woody,5,4
Linearity_mean,0.013569756,0.013569756,Large_diam_woody,5,4
PC_Density_m3,0,0,Large_diam_woody,5,5
cHull_vol,0,0,Large_diam_woody,5,5
Alpha_Vol_m3,0,0,Large_diam_woody,5,5
horizontalRumpel,0,0,Large_diam_woody,5,5
mean_vox_ht,0,0,Large_diam_woody,5,5
sd_vox_ht,0,0,Large_diam_woody,5,5
zmax,0,0,Large_diam_woody,5,5
zmean,0,0,Large_diam_woody,5,5
zsd,0,0,Large_diam_woody,5,5
zskew,0,0,Large_diam_woody,5,5
PC_Density_m3,0,0,Large_diam_woody,6,1
cHull_vol,0,0,Large_diam_woody,6,1
Alpha_Vol_m3,0,0,Large_diam_woody,6,1
horizontalRumpel,0,0,Large_diam_woody,6,1
mean_vox_ht,0,0,Large_diam_woody,6,1
sd_vox_ht,0,0,Large_diam_woody,6,1
zmax,0,0,Large_diam_woody,6,1
zmean,0,0,Large_diam_woody,6,1
zsd,0,0,Large_diam_woody,6,1
zskew,0,0,Large_diam_woody,6,1
PC_Density_m3,0,0,Large_diam_woody,6,2
cHull_vol,0,0,Large_diam_woody,6,2
Alpha_Vol_m3,0,0,Large_diam_woody,6,2
horizontalRumpel,0,0,Large_diam_woody,6,2
mean_vox_ht,0,0,Large_diam_woody,6,2
sd_vox_ht,0,0,Large_diam_woody,6,2
zmax,0,0,Large_diam_woody,6,2
zmean,0,0,Large_diam_woody,6,2
zsd,0,0,Large_diam_woody,6,2
zskew,0,0,Large_diam_woody,6,2
lad_max,0.018412312,0.018412312,Large_diam_woody,6,3
Percent.Below.30th.Quantile,0.015836338,0.015836338,Large_diam_woody,6,3
Percent.Below.40th.Quantile,0.015022202,0.015022202,Large_diam_woody,6,3
lad_mean,0.014919125,0.014919125,Large_diam_woody,6,3
lad_sum,0.014389657,0.014389657,Large_diam_woody,6,3
Ny_mean,0.0117896,0.0117896,Large_diam_woody,6,3
PCA1_mean,0.011702905,0.011702905,Large_diam_woody,6,3
Percent.Below.20th.Quantile,0.009429782,0.009429782,Large_diam_woody,6,3
PCA2_mean,0.008566686,0.008566686,Large_diam_woody,6,3
ipcumzq90,0.008534318,0.008534318,Large_diam_woody,6,3
PC_Density_m3,0,0,Large_diam_woody,6,4
cHull_vol,0,0,Large_diam_woody,6,4
Alpha_Vol_m3,0,0,Large_diam_woody,6,4
horizontalRumpel,0,0,Large_diam_woody,6,4
mean_vox_ht,0,0,Large_diam_woody,6,4
sd_vox_ht,0,0,Large_diam_woody,6,4
zmax,0,0,Large_diam_woody,6,4
zmean,0,0,Large_diam_woody,6,4
zsd,0,0,Large_diam_woody,6,4
zskew,0,0,Large_diam_woody,6,4
PC_Density_m3,0,0,Large_diam_woody,6,5
cHull_vol,0,0,Large_diam_woody,6,5
Alpha_Vol_m3,0,0,Large_diam_woody,6,5
horizontalRumpel,0,0,Large_diam_woody,6,5
mean_vox_ht,0,0,Large_diam_woody,6,5
sd_vox_ht,0,0,Large_diam_woody,6,5
zmax,0,0,Large_diam_woody,6,5
zmean,0,0,Large_diam_woody,6,5
zsd,0,0,Large_diam_woody,6,5
zskew,0,0,Large_diam_woody,6,5
lad_max,0.029086348,0.029086348,Large_diam_woody,7,1
Percent.Below.30th.Quantile,0.028604125,0.028604125,Large_diam_woody,7,1
lad_mean,0.02475532,0.02475532,Large_diam_woody,7,1
lad_sum,0.022822697,0.022822697,Large_diam_woody,7,1
Percent.Below.20th.Quantile,0.020922415,0.020922415,Large_diam_woody,7,1
Ny_mean,0.020911396,0.020911396,Large_diam_woody,7,1
Percent.Below.40th.Quantile,0.019518673,0.019518673,Large_diam_woody,7,1
Percent.Below.10th.Quantile,-0.014374885,0.014374885,Large_diam_woody,7,1
PCA1_mean,0.014122933,0.014122933,Large_diam_woody,7,1
Linearity_mean,0.014006459,0.014006459,Large_diam_woody,7,1
PC_Density_m3,0,0,Large_diam_woody,7,2
cHull_vol,0,0,Large_diam_woody,7,2
Alpha_Vol_m3,0,0,Large_diam_woody,7,2
horizontalRumpel,0,0,Large_diam_woody,7,2
mean_vox_ht,0,0,Large_diam_woody,7,2
sd_vox_ht,0,0,Large_diam_woody,7,2
zmax,0,0,Large_diam_woody,7,2
zmean,0,0,Large_diam_woody,7,2
zsd,0,0,Large_diam_woody,7,2
zskew,0,0,Large_diam_woody,7,2
PC_Density_m3,0,0,Large_diam_woody,7,3
cHull_vol,0,0,Large_diam_woody,7,3
Alpha_Vol_m3,0,0,Large_diam_woody,7,3
horizontalRumpel,0,0,Large_diam_woody,7,3
mean_vox_ht,0,0,Large_diam_woody,7,3
sd_vox_ht,0,0,Large_diam_woody,7,3
zmax,0,0,Large_diam_woody,7,3
zmean,0,0,Large_diam_woody,7,3
zsd,0,0,Large_diam_woody,7,3
zskew,0,0,Large_diam_woody,7,3
PC_Density_m3,0,0,Large_diam_woody,7,4
cHull_vol,0,0,Large_diam_woody,7,4
Alpha_Vol_m3,0,0,Large_diam_woody,7,4
horizontalRumpel,0,0,Large_diam_woody,7,4
mean_vox_ht,0,0,Large_diam_woody,7,4
sd_vox_ht,0,0,Large_diam_woody,7,4
zmax,0,0,Large_diam_woody,7,4
zmean,0,0,Large_diam_woody,7,4
zsd,0,0,Large_diam_woody,7,4
zskew,0,0,Large_diam_woody,7,4
Percent.Below.30th.Quantile,0.330076063,0.330076063,Large_diam_woody,7,5
Ny_mean,0.287601372,0.287601372,Large_diam_woody,7,5
lad_max,0.272030248,0.272030248,Large_diam_woody,7,5
Percent.Below.40th.Quantile,0.219215613,0.219215613,Large_diam_woody,7,5
PCA1_mean,0.187874125,0.187874125,Large_diam_woody,7,5
Percent.Below.20th.Quantile,0.183548037,0.183548037,Large_diam_woody,7,5
lad_mean,0.183543136,0.183543136,Large_diam_woody,7,5
lad_sum,0.183414877,0.183414877,Large_diam_woody,7,5
PCA2_mean,0.179947592,0.179947592,Large_diam_woody,7,5
PCA2_sd,-0.174366403,0.174366403,Large_diam_woody,7,5
PC_Density_m3,0,0,Large_diam_woody,8,1
cHull_vol,0,0,Large_diam_woody,8,1
Alpha_Vol_m3,0,0,Large_diam_woody,8,1
horizontalRumpel,0,0,Large_diam_woody,8,1
mean_vox_ht,0,0,Large_diam_woody,8,1
sd_vox_ht,0,0,Large_diam_woody,8,1
zmax,0,0,Large_diam_woody,8,1
zmean,0,0,Large_diam_woody,8,1
zsd,0,0,Large_diam_woody,8,1
zskew,0,0,Large_diam_woody,8,1
lad_max,0.011717509,0.011717509,Large_diam_woody,8,2
Total_PAD_RelZ0.30_0.50,0.010282341,0.010282341,Large_diam_woody,8,2
Percent.Below.20th.Quantile,0.010104002,0.010104002,Large_diam_woody,8,2
Linearity_mean,0.010006231,0.010006231,Large_diam_woody,8,2
lad_mean,0.009958239,0.009958239,Large_diam_woody,8,2
Percent.Below.30th.Quantile,0.009922923,0.009922923,Large_diam_woody,8,2
Ny_mean,0.009850026,0.009850026,Large_diam_woody,8,2
lad_sum,0.009362475,0.009362475,Large_diam_woody,8,2
SD_PropOcc_RelZ0.55_1.00,0.008765328,0.008765328,Large_diam_woody,8,2
eSum_mean,-0.0086719,0.0086719,Large_diam_woody,8,2
PC_Density_m3,0,0,Large_diam_woody,8,3
cHull_vol,0,0,Large_diam_woody,8,3
Alpha_Vol_m3,0,0,Large_diam_woody,8,3
horizontalRumpel,0,0,Large_diam_woody,8,3
mean_vox_ht,0,0,Large_diam_woody,8,3
sd_vox_ht,0,0,Large_diam_woody,8,3
zmax,0,0,Large_diam_woody,8,3
zmean,0,0,Large_diam_woody,8,3
zsd,0,0,Large_diam_woody,8,3
zskew,0,0,Large_diam_woody,8,3
PC_Density_m3,0,0,Large_diam_woody,8,4
cHull_vol,0,0,Large_diam_woody,8,4
Alpha_Vol_m3,0,0,Large_diam_woody,8,4
horizontalRumpel,0,0,Large_diam_woody,8,4
mean_vox_ht,0,0,Large_diam_woody,8,4
sd_vox_ht,0,0,Large_diam_woody,8,4
zmax,0,0,Large_diam_woody,8,4
zmean,0,0,Large_diam_woody,8,4
zsd,0,0,Large_diam_woody,8,4
zskew,0,0,Large_diam_woody,8,4
PC_Density_m3,0,0,Large_diam_woody,8,5
cHull_vol,0,0,Large_diam_woody,8,5
Alpha_Vol_m3,0,0,Large_diam_woody,8,5
horizontalRumpel,0,0,Large_diam_woody,8,5
mean_vox_ht,0,0,Large_diam_woody,8,5
sd_vox_ht,0,0,Large_diam_woody,8,5
zmax,0,0,Large_diam_woody,8,5
zmean,0,0,Large_diam_woody,8,5
zsd,0,0,Large_diam_woody,8,5
zskew,0,0,Large_diam_woody,8,5
PC_Density_m3,0,0,Large_diam_woody,9,1
cHull_vol,0,0,Large_diam_woody,9,1
Alpha_Vol_m3,0,0,Large_diam_woody,9,1
horizontalRumpel,0,0,Large_diam_woody,9,1
mean_vox_ht,0,0,Large_diam_woody,9,1
sd_vox_ht,0,0,Large_diam_woody,9,1
zmax,0,0,Large_diam_woody,9,1
zmean,0,0,Large_diam_woody,9,1
zsd,0,0,Large_diam_woody,9,1
zskew,0,0,Large_diam_woody,9,1
PC_Density_m3,0,0,Large_diam_woody,9,2
cHull_vol,0,0,Large_diam_woody,9,2
Alpha_Vol_m3,0,0,Large_diam_woody,9,2
horizontalRumpel,0,0,Large_diam_woody,9,2
mean_vox_ht,0,0,Large_diam_woody,9,2
sd_vox_ht,0,0,Large_diam_woody,9,2
zmax,0,0,Large_diam_woody,9,2
zmean,0,0,Large_diam_woody,9,2
zsd,0,0,Large_diam_woody,9,2
zskew,0,0,Large_diam_woody,9,2
Percent.Below.30th.Quantile,0.02844834,0.02844834,Large_diam_woody,9,3
lad_max,0.028165836,0.028165836,Large_diam_woody,9,3
lad_mean,0.023707103,0.023707103,Large_diam_woody,9,3
lad_sum,0.021243706,0.021243706,Large_diam_woody,9,3
Percent.Below.20th.Quantile,0.020373202,0.020373202,Large_diam_woody,9,3
Ny_mean,0.020093459,0.020093459,Large_diam_woody,9,3
Percent.Below.40th.Quantile,0.018071001,0.018071001,Large_diam_woody,9,3
Percent.Below.10th.Quantile,-0.013219951,0.013219951,Large_diam_woody,9,3
Linearity_mean,0.013172413,0.013172413,Large_diam_woody,9,3
PCA1_mean,0.012885738,0.012885738,Large_diam_woody,9,3
PC_Density_m3,0,0,Large_diam_woody,9,4
cHull_vol,0,0,Large_diam_woody,9,4
Alpha_Vol_m3,0,0,Large_diam_woody,9,4
horizontalRumpel,0,0,Large_diam_woody,9,4
mean_vox_ht,0,0,Large_diam_woody,9,4
sd_vox_ht,0,0,Large_diam_woody,9,4
zmax,0,0,Large_diam_woody,9,4
zmean,0,0,Large_diam_woody,9,4
zsd,0,0,Large_diam_woody,9,4
zskew,0,0,Large_diam_woody,9,4
PC_Density_m3,0,0,Large_diam_woody,9,5
cHull_vol,0,0,Large_diam_woody,9,5
Alpha_Vol_m3,0,0,Large_diam_woody,9,5
horizontalRumpel,0,0,Large_diam_woody,9,5
mean_vox_ht,0,0,Large_diam_woody,9,5
sd_vox_ht,0,0,Large_diam_woody,9,5
zmax,0,0,Large_diam_woody,9,5
zmean,0,0,Large_diam_woody,9,5
zsd,0,0,Large_diam_woody,9,5
zskew,0,0,Large_diam_woody,9,5
PC_Density_m3,0,0,Large_diam_woody,10,1
cHull_vol,0,0,Large_diam_woody,10,1
Alpha_Vol_m3,0,0,Large_diam_woody,10,1
horizontalRumpel,0,0,Large_diam_woody,10,1
mean_vox_ht,0,0,Large_diam_woody,10,1
sd_vox_ht,0,0,Large_diam_woody,10,1
zmax,0,0,Large_diam_woody,10,1
zmean,0,0,Large_diam_woody,10,1
zsd,0,0,Large_diam_woody,10,1
zskew,0,0,Large_diam_woody,10,1
PC_Density_m3,0,0,Large_diam_woody,10,2
cHull_vol,0,0,Large_diam_woody,10,2
Alpha_Vol_m3,0,0,Large_diam_woody,10,2
horizontalRumpel,0,0,Large_diam_woody,10,2
mean_vox_ht,0,0,Large_diam_woody,10,2
sd_vox_ht,0,0,Large_diam_woody,10,2
zmax,0,0,Large_diam_woody,10,2
zmean,0,0,Large_diam_woody,10,2
zsd,0,0,Large_diam_woody,10,2
zskew,0,0,Large_diam_woody,10,2
PC_Density_m3,0,0,Large_diam_woody,10,3
cHull_vol,0,0,Large_diam_woody,10,3
Alpha_Vol_m3,0,0,Large_diam_woody,10,3
horizontalRumpel,0,0,Large_diam_woody,10,3
mean_vox_ht,0,0,Large_diam_woody,10,3
sd_vox_ht,0,0,Large_diam_woody,10,3
zmax,0,0,Large_diam_woody,10,3
zmean,0,0,Large_diam_woody,10,3
zsd,0,0,Large_diam_woody,10,3
zskew,0,0,Large_diam_woody,10,3
PC_Density_m3,0,0,Large_diam_woody,10,4
cHull_vol,0,0,Large_diam_woody,10,4
Alpha_Vol_m3,0,0,Large_diam_woody,10,4
