"Predictor","Importance","Dataset","Repeat","Fold"
"eSmallest_mean",0.0109158897420037,"Herb",2,3
"PC_Strata_0.25.0.50",0.00986490409369698,"Herb",2,3
"imean",0.00783259769189995,"Herb",2,3
"Kurt_PropOcc_RelZ0_0.25",0.00715668616141281,"Herb",2,3
"imean",0.0326962002031716,"Herb",2,4
"eSmallest_sd",0.0236685309212055,"Herb",2,4
"Omnivariance_mean",0.0179344616762944,"Herb",2,4
"Eigentropy_mean",0.017116470100969,"Herb",2,4
"eSmallest_mean",0.0160042901222588,"Herb",2,4
"Sphericity_sd",0.0109003857861607,"Herb",2,4
"SD_PropOcc_RelZ1.05_2.00",0.0107518406288705,"Herb",2,4
"Percent_EmptySpace_RelZ1.05_2.00",0.00810703673300165,"Herb",2,4
"iskew",0.00749106545820181,"Herb",2,4
"eSum_mean",0.00709994542330731,"Herb",2,4
"Omnivariance_mean",0.0157799928071941,"Herb",2,5
"imean",0.014236150855173,"Herb",2,5
"eSum_mean",0.0129170166964592,"Herb",2,5
"Eigentropy_mean",0.0115839237423098,"Herb",2,5
"Sphericity_mean",0.0111995445885655,"Herb",2,5
"eSmallest_sd",0.0110492108398231,"Herb",2,5
"eSmallest_mean",0.0106946365462867,"Herb",2,5
"Curvature_mean",0.00996913066688024,"Herb",2,5
"Anisotropy_mean",0.00995742177877455,"Herb",2,5
"ChangeCurvature_mean",0.00897003592060647,"Herb",2,5
"imean",0.0135274566908796,"Herb",3,1
"Omnivariance_mean",0.0105827355062029,"Herb",3,1
"eSmallest_mean",0.0102856427246168,"Herb",3,1
"Sphericity_mean",0.00900723852927973,"Herb",3,1
"Eigentropy_mean",0.00861462180630763,"Herb",3,1
"Anisotropy_mean",0.00854455267327344,"Herb",3,1
"Planarity_sd",0.00843693688753598,"Herb",3,1
"iskew",0.00834243267700209,"Herb",3,1
"ChangeCurvature_mean",0.0078938239216536,"Herb",3,1
"Percent.Below.20th.Quantile",0.00778576341015389,"Herb",3,1
"Eigentropy_mean",0.0169259679550533,"Herb",3,2
"Omnivariance_mean",0.0156418809850769,"Herb",3,2
"eSmallest_sd",0.0143151055593536,"Herb",3,2
"eSmallest_mean",0.0137902498384808,"Herb",3,2
"Curvature_mean",0.0126351646162474,"Herb",3,2
"imean",0.0121988970519649,"Herb",3,2
"Sphericity_sd",0.0114254005902641,"Herb",3,2
"Anisotropy_mean",0.0113628802788107,"Herb",3,2
"eSum_mean",0.0110430719268247,"Herb",3,2
"Sphericity_mean",0.0102594112893156,"Herb",3,2
"imean",0.0302379545498596,"Herb",3,3
"Omnivariance_mean",0.0257910029214724,"Herb",3,3
"Eigentropy_mean",0.0243781837448269,"Herb",3,3
"eSum_mean",0.0229569405812871,"Herb",3,3
"iskew",0.0108005208824468,"Herb",3,3
"Percent_EmptySpace_RelZ1.05_2.00",0.00943901335508122,"Herb",3,3
"Percent.Below.20th.Quantile",0.00925907045606494,"Herb",3,3
"Sphericity_sd",0.00721023722732603,"Herb",3,3
"Anisotropy_mean",0.00709794564302319,"Herb",3,3
"Total_PAD_RelZ1.05_2.00",0.00705346247460209,"Herb",3,3
"imean",0.016002075810178,"Herb",3,4
"Omnivariance_mean",0.0158211008130705,"Herb",3,4
"eSmallest_mean",0.0148957007187218,"Herb",3,4
"Anisotropy_mean",0.01406666190227,"Herb",3,4
"Eigentropy_mean",0.0138921094888751,"Herb",3,4
"eSum_mean",0.0131295181967852,"Herb",3,4
"ChangeCurvature_mean",0.0128362558494366,"Herb",3,4
"Sphericity_sd",0.01253085605808,"Herb",3,4
"eSmallest_sd",0.0119551143124455,"Herb",3,4
"Curvature_mean",0.0118485533883068,"Herb",3,4
"eSmallest_sd",0.0298029967392292,"Herb",3,5
"Eigentropy_mean",0.0273729251691637,"Herb",3,5
"Omnivariance_mean",0.0244023920332079,"Herb",3,5
"Anisotropy_mean",0.0198291694490123,"Herb",3,5
"eSum_mean",0.0171310629615459,"Herb",3,5
"imean",0.0119744188793111,"Herb",3,5
"Sphericity_sd",0.0117541491280912,"Herb",3,5
"PC_Strata_0.25.0.50",0.00921375981644183,"Herb",3,5
"Kurt_PropOcc_RelZ0_0.25",0.00916589120540717,"Herb",3,5
"eSmallest_mean",0.00680001513326487,"Herb",3,5
"imean",0.0168826946423905,"Herb",4,1
"Eigentropy_mean",0.0144653776285975,"Herb",4,1
"Omnivariance_mean",0.0143250936544196,"Herb",4,1
"eSum_mean",0.0126383768910941,"Herb",4,1
"eSmallest_sd",0.012263922565836,"Herb",4,1
"eSmallest_mean",0.0120984989856449,"Herb",4,1
"Curvature_mean",0.011421475194145,"Herb",4,1
"Anisotropy_mean",0.0114189044930853,"Herb",4,1
"Sphericity_mean",0.0101305078002661,"Herb",4,1
"Sphericity_sd",0.0100175101903085,"Herb",4,1
"Omnivariance_mean",0.0317677613723286,"Herb",4,2
"imean",0.0284329689119533,"Herb",4,2
"Eigentropy_mean",0.027415919738691,"Herb",4,2
"eSmallest_mean",0.0193756224697851,"Herb",4,2
"eSum_mean",0.0161634637220484,"Herb",4,2
"Anisotropy_mean",0.012574834874568,"Herb",4,2
"eSmallest_sd",0.0122351618177028,"Herb",4,2
"Percent_EmptySpace_RelZ1.05_2.00",0.0104993286797307,"Herb",4,2
"iskew",0.0101295139696647,"Herb",4,2
"Sphericity_sd",0.0101223831909418,"Herb",4,2
"imean",0.0376210949519729,"Herb",4,3
"eSmallest_sd",0.0215001813988496,"Herb",4,3
"Eigentropy_mean",0.0203892757783478,"Herb",4,3
"Sphericity_sd",0.0189335745905365,"Herb",4,3
"Omnivariance_mean",0.0158147369220038,"Herb",4,3
"eSum_mean",0.0125605086933031,"Herb",4,3
"Anisotropy_mean",0.0117121405519148,"Herb",4,3
"iskew",0.00835997680046275,"Herb",4,3
"Kurt_PropOcc_RelZ0_0.25",0.00601849226118531,"Herb",4,3
"Percent.Below.20th.Quantile",0.00589872081039549,"Herb",4,3
"Omnivariance_mean",0.0103459260791459,"Herb",4,4
"Eigentropy_mean",0.00905604041419972,"Herb",4,4
"eSum_mean",0.00897601558970397,"Herb",4,4
"eSmallest_mean",0.00860893999495376,"Herb",4,4
"Anisotropy_mean",0.00807436432208931,"Herb",4,4
"imean",0.00756662258901852,"Herb",4,4
"eSmallest_sd",0.0075006544685429,"Herb",4,4
"Mean_PropOcc_RelZ1.05_2.00",0.00701072069719682,"Herb",4,4
"SD_PropOcc_RelZ1.05_2.00",0.00693154311120172,"Herb",4,4
"Planarity_sd",0.00683850714487712,"Herb",4,4
"imean",0.015017929525817,"Herb",4,5
"eSmallest_sd",0.0145463631659665,"Herb",4,5
"eSmallest_mean",0.0144155981942219,"Herb",4,5
"Anisotropy_mean",0.0141796097696127,"Herb",4,5
"Omnivariance_mean",0.0137448089195327,"Herb",4,5
"Eigentropy_mean",0.0133054015915981,"Herb",4,5
"eSum_mean",0.0132321201896849,"Herb",4,5
"ChangeCurvature_mean",0.0121876465542976,"Herb",4,5
"Sphericity_sd",0.0120821497514119,"Herb",4,5
"Sphericity_mean",0.0109388736653974,"Herb",4,5
"imean",0.0448390333399815,"Herb",5,1
"Omnivariance_mean",0.0321375518969929,"Herb",5,1
"Eigentropy_mean",0.0240051477396646,"Herb",5,1
"iskew",0.0187060101257372,"Herb",5,1
"eSmallest_mean",0.0116588066077202,"Herb",5,1
"Percent.Below.20th.Quantile",0.00954165099108812,"Herb",5,1
"eSmallest_sd",0.00862080601785246,"Herb",5,1
"Planarity_sd",0.00721210162867991,"Herb",5,1
"eSum_mean",0.0072017199886017,"Herb",5,1
"NormalChangeRate_sd",0.00690219177638318,"Herb",5,1
"Eigentropy_mean",0.042026106780674,"Herb",5,2
"imean",0.0346485229761034,"Herb",5,2
"Omnivariance_mean",0.0254612212251099,"Herb",5,2
"Percent_EmptySpace_RelZ1.05_2.00",0.0152236491622756,"Herb",5,2
"Anisotropy_mean",0.0128907205259433,"Herb",5,2
"eSum_mean",0.0127522839140648,"Herb",5,2
"eSmallest_sd",0.0121961211786075,"Herb",5,2
"Sphericity_sd",0.011050516083467,"Herb",5,2
"PC_Strata_0.25.0.50",0.00867944471407213,"Herb",5,2
"iskew",0.00820507715997085,"Herb",5,2
"imean",0.0443562989831514,"Herb",5,3
"Eigentropy_mean",0.0377319237326701,"Herb",5,3
"Anisotropy_mean",0.0155396999774985,"Herb",5,3
"Omnivariance_mean",0.0134326370150591,"Herb",5,3
"SD_PropOcc_RelZ1.05_2.00",0.0134054852886111,"Herb",5,3
"eSum_mean",0.0120899608336966,"Herb",5,3
"Kurt_PropOcc_RelZ0_0.25",0.00981940689658796,"Herb",5,3
"eSmallest_sd",0.00964886319404825,"Herb",5,3
"PC_Strata_0.25.0.50",0.00900900490698494,"Herb",5,3
"Percent.Below.20th.Quantile",0.00706348852882721,"Herb",5,3
"imean",0.0148560001405309,"Herb",5,4
"Omnivariance_mean",0.0127461277537768,"Herb",5,4
"eSmallest_mean",0.0124163195224185,"Herb",5,4
"Anisotropy_mean",0.0122561449893762,"Herb",5,4
"eSum_mean",0.0108729746690311,"Herb",5,4
"Eigentropy_mean",0.0105729648954905,"Herb",5,4
"Sphericity_sd",0.0105203160053487,"Herb",5,4
"eSmallest_sd",0.0104056353081126,"Herb",5,4
"Sphericity_mean",0.0103357314329606,"Herb",5,4
"ChangeCurvature_mean",0.00960045254756397,"Herb",5,4
"Omnivariance_mean",0.0146290079791765,"Herb",5,5
"Eigentropy_mean",0.01402241759643,"Herb",5,5
"eSmallest_mean",0.0138803094351888,"Herb",5,5
"Anisotropy_mean",0.01386664842325,"Herb",5,5
"eSum_mean",0.0131443025760707,"Herb",5,5
"eSmallest_sd",0.0124584411811615,"Herb",5,5
"Sphericity_sd",0.0121670441664924,"Herb",5,5
"Sphericity_mean",0.0118817699238921,"Herb",5,5
"ChangeCurvature_mean",0.0101087088413156,"Herb",5,5
"Curvature_mean",0.0095296376084185,"Herb",5,5
"Omnivariance_mean",0.0327421451200106,"Herb",6,1
"imean",0.0303025582578864,"Herb",6,1
"Eigentropy_mean",0.0261873295617668,"Herb",6,1
"Anisotropy_mean",0.0168132467847845,"Herb",6,1
"eSum_mean",0.0163410035181203,"Herb",6,1
"eSmallest_mean",0.0131072014565922,"Herb",6,1
"eSmallest_sd",0.0121872627636631,"Herb",6,1
"iskew",0.0113685571565562,"Herb",6,1
"Percent.Below.20th.Quantile",0.00996926512947489,"Herb",6,1
"Sphericity_sd",0.0098317696585899,"Herb",6,1
"eSmallest_mean",0.0141122150899395,"Herb",6,2
"Anisotropy_mean",0.0137624970085534,"Herb",6,2
"Omnivariance_mean",0.0121458670240854,"Herb",6,2
"ChangeCurvature_mean",0.0120304966117614,"Herb",6,2
"eSmallest_sd",0.0115280800458453,"Herb",6,2
"Curvature_mean",0.0112517133788447,"Herb",6,2
"Sphericity_sd",0.0101890406228182,"Herb",6,2
"Eigentropy_mean",0.00998853095798763,"Herb",6,2
"Sphericity_mean",0.00975189679741138,"Herb",6,2
"eSum_mean",0.00850596999405503,"Herb",6,2
"imean",0.0120186904313807,"Herb",6,3
"Omnivariance_mean",0.0110877810086338,"Herb",6,3
"Eigentropy_mean",0.00973660063695872,"Herb",6,3
"eSmallest_mean",0.00905677671856289,"Herb",6,3
"Anisotropy_mean",0.0089244981485247,"Herb",6,3
"eSum_mean",0.00877425503632516,"Herb",6,3
"Percent_EmptySpace_RelZ1.05_2.00",0.00855981502243072,"Herb",6,3
"iskew",0.00835491462756986,"Herb",6,3
"Sphericity_mean",0.0080743330420146,"Herb",6,3
"SD_PropOcc_RelZ1.05_2.00",0.00791817941734197,"Herb",6,3
"Omnivariance_mean",0.0149163378653527,"Herb",6,4
"eSmallest_mean",0.0143886742331026,"Herb",6,4
"imean",0.0138622451463889,"Herb",6,4
"eSmallest_sd",0.0133976018281928,"Herb",6,4
"eSum_mean",0.0133256259226533,"Herb",6,4
"Anisotropy_mean",0.0121668475207303,"Herb",6,4
"Eigentropy_mean",0.0118756998715723,"Herb",6,4
"Sphericity_mean",0.0111943922125037,"Herb",6,4
"Curvature_mean",0.0111501942031864,"Herb",6,4
"ChangeCurvature_mean",0.011108028126228,"Herb",6,4
"imean",0.019097838194837,"Herb",6,5
"Omnivariance_mean",0.01554436470463,"Herb",6,5
"Eigentropy_mean",0.0146311149620279,"Herb",6,5
"Sphericity_sd",0.0130756964614539,"Herb",6,5
"eSum_mean",0.0121114936944452,"Herb",6,5
"eSmallest_sd",0.0120226472161114,"Herb",6,5
"Sphericity_mean",0.0119029390071405,"Herb",6,5
"eSmallest_mean",0.011835516028811,"Herb",6,5
"Anisotropy_mean",0.0116590299777416,"Herb",6,5
"ChangeCurvature_mean",0.0106475005739735,"Herb",6,5
"imean",0.0174837408888738,"Herb",7,1
"eSmallest_sd",0.0154507343716102,"Herb",7,1
"Anisotropy_mean",0.0132828037469876,"Herb",7,1
"Omnivariance_mean",0.0115767397789149,"Herb",7,1
"Eigentropy_mean",0.00998463335312139,"Herb",7,1
"Sphericity_sd",0.00973742756214574,"Herb",7,1
"iskew",0.00868334426990533,"Herb",7,1
"SD_PropOcc_RelZ1.05_2.00",0.00704510231191824,"Herb",7,1
"eSmallest_mean",0.00662176008622254,"Herb",7,1
"Percent.Below.20th.Quantile",0.00624446394405395,"Herb",7,1
"Anisotropy_mean",0.0171317548964341,"Herb",7,2
"Eigentropy_mean",0.0169196323050173,"Herb",7,2
"eSum_mean",0.0160233434478752,"Herb",7,2
"Omnivariance_mean",0.0159338733368524,"Herb",7,2
"eSmallest_mean",0.0146668504946788,"Herb",7,2
"imean",0.0139345176662769,"Herb",7,2
"Sphericity_mean",0.0138698913052434,"Herb",7,2
"Curvature_mean",0.0118942920624022,"Herb",7,2
"ChangeCurvature_mean",0.0118933282472672,"Herb",7,2
"eSmallest_sd",0.011158225255494,"Herb",7,2
"Eigentropy_mean",0.0145653355877363,"Herb",7,3
"imean",0.0139462288466485,"Herb",7,3
"Omnivariance_mean",0.0137165300332507,"Herb",7,3
"eSum_mean",0.0127610109509293,"Herb",7,3
"Sphericity_mean",0.0108858260628781,"Herb",7,3
"eSmallest_mean",0.0107376598968832,"Herb",7,3
"eSmallest_sd",0.0105548598184956,"Herb",7,3
"Percent.Below.20th.Quantile",0.010293454230741,"Herb",7,3
"Sphericity_sd",0.0100025005409749,"Herb",7,3
"Percent_EmptySpace_RelZ1.05_2.00",0.00962724146473532,"Herb",7,3
"Omnivariance_mean",0.0161899990912197,"Herb",7,4
"eSmallest_mean",0.0147657644744053,"Herb",7,4
"Eigentropy_mean",0.0147190789348556,"Herb",7,4
"imean",0.0140039628811239,"Herb",7,4
"Sphericity_mean",0.0130245486604518,"Herb",7,4
"Anisotropy_mean",0.0129352844394259,"Herb",7,4
"eSmallest_sd",0.0125794538484035,"Herb",7,4
"eSum_mean",0.0116119017653032,"Herb",7,4
"Sphericity_sd",0.0104733603557331,"Herb",7,4
"ChangeCurvature_mean",0.0100646676497777,"Herb",7,4
"Eigentropy_mean",0.0153641385888349,"Herb",7,5
"imean",0.0147951712325843,"Herb",7,5
"eSum_mean",0.0139669023154188,"Herb",7,5
"eSmallest_sd",0.0135236168917214,"Herb",7,5
"Omnivariance_mean",0.0133572989248872,"Herb",7,5
"Sphericity_sd",0.0126517716584246,"Herb",7,5
"eSmallest_mean",0.0125711936223984,"Herb",7,5
"Anisotropy_mean",0.0119917533111825,"Herb",7,5
"Sphericity_mean",0.0104422036657568,"Herb",7,5
"ChangeCurvature_mean",0.0103801215500644,"Herb",7,5
"imean",0.0421358099064602,"Herb",8,1
"Omnivariance_mean",0.0351727710943768,"Herb",8,1
"Anisotropy_mean",0.0192404772265035,"Herb",8,1
"Eigentropy_mean",0.0179714801576111,"Herb",8,1
"eSmallest_sd",0.0154584825174379,"Herb",8,1
"Kurt_PropOcc_RelZ0_0.25",0.0118652818373924,"Herb",8,1
"SD_PropOcc_RelZ1.05_2.00",0.0111545931175116,"Herb",8,1
"eSmallest_mean",0.00963699159641021,"Herb",8,1
"Sphericity_sd",0.009272789799179,"Herb",8,1
"Percent.Below.20th.Quantile",0.00812428136858269,"Herb",8,1
"Eigentropy_mean",0.015433286108229,"Herb",8,2
"Anisotropy_mean",0.0140000334408867,"Herb",8,2
"eSum_mean",0.0138759849843547,"Herb",8,2
"Omnivariance_mean",0.0136238852472018,"Herb",8,2
"eSmallest_mean",0.0135488132729855,"Herb",8,2
"eSmallest_sd",0.0123463667263851,"Herb",8,2
"Sphericity_mean",0.0116657855563251,"Herb",8,2
"Sphericity_sd",0.0109333234603974,"Herb",8,2
"imean",0.0106800888430625,"Herb",8,2
"Curvature_mean",0.00986861330007933,"Herb",8,2
"Sphericity_mean",0.0139220094229608,"Herb",8,3
"Eigentropy_mean",0.0137287648261419,"Herb",8,3
"imean",0.0134746308932596,"Herb",8,3
"eSmallest_sd",0.0133928495307143,"Herb",8,3
"Omnivariance_mean",0.0131655266475178,"Herb",8,3
"Anisotropy_mean",0.0124764126422596,"Herb",8,3
"Sphericity_sd",0.0124744152182789,"Herb",8,3
"eSmallest_mean",0.0121294139274135,"Herb",8,3
"Curvature_mean",0.0118431934274704,"Herb",8,3
"eSum_mean",0.0114986169864659,"Herb",8,3
"imean",0.0141133687822441,"Herb",8,4
"Omnivariance_mean",0.0132201818711673,"Herb",8,4
"Eigentropy_mean",0.0107752944719837,"Herb",8,4
"Anisotropy_mean",0.0103280525703405,"Herb",8,4
"eSmallest_mean",0.0102018076559438,"Herb",8,4
"Sphericity_sd",0.00972988992839592,"Herb",8,4
"Curvature_mean",0.00938948155999819,"Herb",8,4
"Sphericity_mean",0.00934234990673725,"Herb",8,4
"ChangeCurvature_mean",0.00927190298121053,"Herb",8,4
"eSum_mean",0.00918978413187816,"Herb",8,4
"Eigentropy_mean",0.0134785165070622,"Herb",8,5
"imean",0.012782050712776,"Herb",8,5
"Omnivariance_mean",0.0127180253920769,"Herb",8,5
"eSmallest_mean",0.0121814458749254,"Herb",8,5
"eSum_mean",0.0114726268535957,"Herb",8,5
"eSmallest_sd",0.0103967895387935,"Herb",8,5
"Sphericity_mean",0.00970924162366167,"Herb",8,5
"Anisotropy_mean",0.00931024980575901,"Herb",8,5
"ChangeCurvature_mean",0.00856257283471669,"Herb",8,5
"Curvature_mean",0.00854441629220488,"Herb",8,5
"Omnivariance_mean",0.0263375258774442,"Herb",9,1
"Eigentropy_mean",0.0248035474280877,"Herb",9,1
"imean",0.015817251659282,"Herb",9,1
"eSum_mean",0.0154702584669178,"Herb",9,1
"eSmallest_sd",0.015034212983308,"Herb",9,1
"eSmallest_mean",0.0134411378616417,"Herb",9,1
"iskew",0.011429903462049,"Herb",9,1
"Anisotropy_mean",0.0104231439783954,"Herb",9,1
"Sphericity_sd",0.00861635480812537,"Herb",9,1
"Kurt_PropOcc_RelZ0_0.25",0.00610687684893702,"Herb",9,1
"Omnivariance_mean",0.0134834896898937,"Herb",9,2
"imean",0.0129906723347899,"Herb",9,2
"eSmallest_sd",0.0119172868678735,"Herb",9,2
"eSmallest_mean",0.0112428282201523,"Herb",9,2
"Eigentropy_mean",0.0107756546395844,"Herb",9,2
"Sphericity_sd",0.010333434621711,"Herb",9,2
"Sphericity_mean",0.0100409981743165,"Herb",9,2
"Curvature_mean",0.00996574498343914,"Herb",9,2
"ChangeCurvature_mean",0.00992738603048788,"Herb",9,2
"eSum_mean",0.0094661015122465,"Herb",9,2
"imean",0.0149295678782748,"Herb",9,3
"Omnivariance_mean",0.0125285956683928,"Herb",9,3
"Eigentropy_mean",0.0111689874278351,"Herb",9,3
"eSum_mean",0.0107435122887825,"Herb",9,3
"Sphericity_mean",0.0100613822415857,"Herb",9,3
"Anisotropy_mean",0.00997772045974692,"Herb",9,3
"eSmallest_mean",0.00992632703012118,"Herb",9,3
"NormalChangeRate_sd",0.00935168415656581,"Herb",9,3
"eSmallest_sd",0.00910892152652595,"Herb",9,3
"Sphericity_sd",0.00903345786808752,"Herb",9,3
"imean",0.0377955895484429,"Herb",9,4
"Eigentropy_mean",0.0264577573260246,"Herb",9,4
"Anisotropy_mean",0.0262607400515941,"Herb",9,4
"Omnivariance_mean",0.0221878447350443,"Herb",9,4
"eSmallest_sd",0.0209299131525444,"Herb",9,4
"eSum_mean",0.0179058965618532,"Herb",9,4
"Percent.Below.20th.Quantile",0.0147771633316293,"Herb",9,4
"Kurt_PropOcc_RelZ0_0.25",0.012282275698079,"Herb",9,4
"PC_Strata_0.25.0.50",0.00808665817152401,"Herb",9,4
"Sphericity_sd",0.00738590359169666,"Herb",9,4
"Eigentropy_mean",0.0152533728659375,"Herb",9,5
"Omnivariance_mean",0.0150915309507644,"Herb",9,5
"eSmallest_mean",0.0147003868014868,"Herb",9,5
"eSum_mean",0.0142785759904331,"Herb",9,5
"imean",0.0139020655173003,"Herb",9,5
"Sphericity_mean",0.0134681029647321,"Herb",9,5
"Sphericity_sd",0.0133719225567001,"Herb",9,5
"Anisotropy_mean",0.0132596778161368,"Herb",9,5
"eSmallest_sd",0.0131484341419854,"Herb",9,5
"Curvature_mean",0.0101629799016985,"Herb",9,5
"Eigentropy_mean",0.0165020881042749,"Herb",10,1
"imean",0.0155520025609422,"Herb",10,1
"Omnivariance_mean",0.0153048622822087,"Herb",10,1
"eSmallest_mean",0.0136671405815745,"Herb",10,1
"Sphericity_mean",0.0130433123817214,"Herb",10,1
"eSmallest_sd",0.0124091078605134,"Herb",10,1
"eSum_mean",0.0121318726378274,"Herb",10,1
"Curvature_mean",0.0119216122895538,"Herb",10,1
"Anisotropy_mean",0.0108530164384366,"Herb",10,1
"ChangeCurvature_mean",0.0100628398639395,"Herb",10,1
"imean",0.0159274627508013,"Herb",10,2
"Eigentropy_mean",0.0130015936120753,"Herb",10,2
"Omnivariance_mean",0.0121715649856155,"Herb",10,2
"Sphericity_sd",0.0118368865152841,"Herb",10,2
"eSum_mean",0.0116059364967755,"Herb",10,2
"eSmallest_sd",0.0106798299888248,"Herb",10,2
"eSmallest_mean",0.0106303104642601,"Herb",10,2
"Anisotropy_mean",0.0106185721105436,"Herb",10,2
"Sphericity_mean",0.00947993122484592,"Herb",10,2
"ChangeCurvature_mean",0.00880497807050925,"Herb",10,2
"imean",0.010947068542778,"Herb",10,3
"eSmallest_sd",0.010000750782386,"Herb",10,3
"eSmallest_mean",0.00992196682702091,"Herb",10,3
"Planarity_sd",0.00970550370549616,"Herb",10,3
"Sphericity_sd",0.00917557087216911,"Herb",10,3
"Percent.Below.20th.Quantile",0.00909044202347141,"Herb",10,3
"Curvature_mean",0.00877358250484025,"Herb",10,3
"Eigentropy_mean",0.00868042845216224,"Herb",10,3
"Sphericity_mean",0.0085785848158027,"Herb",10,3
"Omnivariance_mean",0.00856615045376507,"Herb",10,3
"Omnivariance_mean",0.0149391807394274,"Herb",10,4
"eSum_mean",0.0136410109391183,"Herb",10,4
"Eigentropy_mean",0.0136105776491487,"Herb",10,4
"Anisotropy_mean",0.0117242137608515,"Herb",10,4
"eSmallest_sd",0.0112694480462913,"Herb",10,4
"eSmallest_mean",0.0112199448008887,"Herb",10,4
"Curvature_mean",0.010524011213456,"Herb",10,4
"Sphericity_mean",0.00988283121196612,"Herb",10,4
"Sphericity_sd",0.00914715975102034,"Herb",10,4
"ChangeCurvature_mean",0.00870431820357799,"Herb",10,4
"imean",0.0476745029519493,"Herb",10,5
"Eigentropy_mean",0.0419167172059354,"Herb",10,5
"Omnivariance_mean",0.0364163234411907,"Herb",10,5
"eSmallest_mean",0.0148042004749625,"Herb",10,5
"Anisotropy_mean",0.0124899526746028,"Herb",10,5
"eSmallest_sd",0.0112869642069785,"Herb",10,5
"Kurt_PropOcc_RelZ0_0.25",0.011017821963219,"Herb",10,5
"eSum_mean",0.0105552743521783,"Herb",10,5
"PC_Strata_0.25.0.50",0.00948290379234352,"Herb",10,5
"iskew",0.00861235574868004,"Herb",10,5
"zmean",9.23881359087451,"Shrub",1,1
"zq55",7.43779531243791,"Shrub",1,1
"Total_PAD_RelZ1.05_2.00",7.13910724852313,"Shrub",1,1
"zq70",6.92429132996915,"Shrub",1,1
"zq65",6.71476467273534,"Shrub",1,1
"zq75",6.6921576308741,"Shrub",1,1
"mean_vox_ht",6.60752002317823,"Shrub",1,1
"zq60",6.51987619349327,"Shrub",1,1
"PC_Strata_1.00.2.00",6.51470306630125,"Shrub",1,1
"zq45",6.48174525237821,"Shrub",1,1
"Total_PAD_RelZ1.05_2.00",6.07760881808371,"Shrub",1,2
"zq45",5.09020435715783,"Shrub",1,2
"zq50",4.97587377861931,"Shrub",1,2
"zmean",4.26749485375403,"Shrub",1,2
"pzabovezmean",4.23025054445014,"Shrub",1,2
"zq55",4.10522494436794,"Shrub",1,2
"zq75",3.84506238026829,"Shrub",1,2
"zq65",3.73627355178608,"Shrub",1,2
"zq40",3.39186543418878,"Shrub",1,2
"PC_Strata_1.00.2.00",3.11059039505025,"Shrub",1,2
"mean_vox_ht",8.6095270635835,"Shrub",1,3
"zq65",8.21583736211222,"Shrub",1,3
"PC_Strata_1.00.2.00",7.8549767793651,"Shrub",1,3
"zmean",7.69953443212401,"Shrub",1,3
"zq70",7.54625175015555,"Shrub",1,3
"zq60",7.06896399522958,"Shrub",1,3
"zq75",6.89928553683247,"Shrub",1,3
"n",6.50499993220872,"Shrub",1,3
"zq55",6.1421096365121,"Shrub",1,3
"zq45",6.03401720228745,"Shrub",1,3
"zq60",8.13228563907028,"Shrub",1,4
"zq50",7.75318111614899,"Shrub",1,4
"zq55",7.55174784047036,"Shrub",1,4
"Total_PAD_RelZ1.05_2.00",7.45996902314572,"Shrub",1,4
"zq45",7.36056969927256,"Shrub",1,4
"zmean",7.2832253415619,"Shrub",1,4
"zq65",6.83240453297786,"Shrub",1,4
"PC_Strata_0.00.0.25",6.4345913021723,"Shrub",1,4
"mean_vox_ht",6.30704095689452,"Shrub",1,4
"zq70",6.16502455160355,"Shrub",1,4
"Alpha_Vol_m3",4.42896175172004,"Shrub",1,5
"zq75",4.35867763688821,"Shrub",1,5
"mean_vox_ht",4.24540057488017,"Shrub",1,5
"n",4.24251740496245,"Shrub",1,5
"zq65",3.79287949976002,"Shrub",1,5
"vn",3.78292330931886,"Shrub",1,5
"zq55",3.32796838487914,"Shrub",1,5
"zq50",3.22949546660523,"Shrub",1,5
"zq70",3.21973073612594,"Shrub",1,5
"PC_Strata_1.00.2.00",3.18950002931035,"Shrub",1,5
"zmean",8.64632311144245,"Shrub",2,1
"zq65",7.20091337944133,"Shrub",2,1
"Total_PAD_RelZ1.05_2.00",7.13917637781969,"Shrub",2,1
"zq60",7.13859215043568,"Shrub",2,1
"mean_vox_ht",6.80411868438934,"Shrub",2,1
"zq70",6.44502426817499,"Shrub",2,1
"zq50",6.35452457796195,"Shrub",2,1
"zq45",6.22688176055448,"Shrub",2,1
"zq75",6.20893975919807,"Shrub",2,1
"vn",5.99682604502399,"Shrub",2,1
"zmean",10.4813800289408,"Shrub",2,2
"zq65",10.3122737478715,"Shrub",2,2
"zq60",10.1115803097179,"Shrub",2,2
"zq70",9.98762200932751,"Shrub",2,2
"zq75",9.04451309964545,"Shrub",2,2
"mean_vox_ht",8.28227282004429,"Shrub",2,2
"PC_Strata_1.00.2.00",7.14155548552272,"Shrub",2,2
"zq50",6.91261568094711,"Shrub",2,2
"Total_PAD_RelZ1.05_2.00",6.60548601777589,"Shrub",2,2
"zq55",6.47239863965673,"Shrub",2,2
"PC_Strata_1.00.2.00",6.70132068774679,"Shrub",2,3
"mean_vox_ht",6.01262718246332,"Shrub",2,3
"zq70",5.49157482760529,"Shrub",2,3
"zq75",5.22911963110575,"Shrub",2,3
"Skew_PropOcc_FullROI",5.16525864072528,"Shrub",2,3
"zq60",5.10995997878516,"Shrub",2,3
