"Predictor","Importance","Dataset","Repeat","Fold"
"Percent.Below.10th.Quantile",138.288131076089,"Large_diam_woody",3,4
"imean",73.7452467782162,"Large_diam_woody",3,4
"Percent.Below.30th.Quantile",925.272368197258,"Large_diam_woody",3,5
"lad_sum",34.7884297364923,"Large_diam_woody",3,5
"Percent.Below.40th.Quantile",26.6597466983434,"Large_diam_woody",3,5
"imean",20.3989972182944,"Large_diam_woody",3,5
"lad_mean",14.5155483638059,"Large_diam_woody",3,5
"zpcum1",5.42640154767658,"Large_diam_woody",3,5
"Percent.Below.10th.Quantile",3.5953989243207,"Large_diam_woody",3,5
"Percent.Below.30th.Quantile",226.379646772732,"Large_diam_woody",4,1
"lad_sum",166.829506571793,"Large_diam_woody",4,1
"lad_mean",162.198455305232,"Large_diam_woody",4,1
"zpcum1",64.6339303330704,"Large_diam_woody",4,1
"Percent.Below.10th.Quantile",47.7985093645623,"Large_diam_woody",4,1
"imean",41.763716798431,"Large_diam_woody",4,1
"Percent.Below.40th.Quantile",23.1235443034971,"Large_diam_woody",4,1
"Percent.Below.40th.Quantile",1264.61378864401,"Large_diam_woody",4,2
"Percent.Below.30th.Quantile",826.558908019522,"Large_diam_woody",4,2
"lad_sum",34.5102862863002,"Large_diam_woody",4,2
"lad_mean",9.60728445304562,"Large_diam_woody",4,2
"zpcum1",6.75730516641426,"Large_diam_woody",4,2
"imean",5.85020536158487,"Large_diam_woody",4,2
"Percent.Below.10th.Quantile",5.26918659466583,"Large_diam_woody",4,2
"Percent.Below.30th.Quantile",1640.2274018763,"Large_diam_woody",4,3
"Percent.Below.40th.Quantile",696.64695360106,"Large_diam_woody",4,3
"lad_sum",198.204747659972,"Large_diam_woody",4,3
"zpcum1",105.298377999219,"Large_diam_woody",4,3
"lad_mean",55.5348208543128,"Large_diam_woody",4,3
"imean",28.5571746284154,"Large_diam_woody",4,3
"Percent.Below.10th.Quantile",11.3995148712688,"Large_diam_woody",4,3
"Percent.Below.30th.Quantile",766.291110980626,"Large_diam_woody",4,4
"lad_sum",572.04246282782,"Large_diam_woody",4,4
"Percent.Below.40th.Quantile",494.813286809822,"Large_diam_woody",4,4
"lad_mean",365.328355983996,"Large_diam_woody",4,4
"Percent.Below.10th.Quantile",148.350249942022,"Large_diam_woody",4,4
"zpcum1",126.354729740838,"Large_diam_woody",4,4
"imean",93.5991679109439,"Large_diam_woody",4,4
"Percent.Below.30th.Quantile",2354.53742668447,"Large_diam_woody",4,5
"Percent.Below.40th.Quantile",253.979441254482,"Large_diam_woody",4,5
"lad_mean",118.11222657021,"Large_diam_woody",4,5
"lad_sum",117.16631916462,"Large_diam_woody",4,5
"imean",21.9040005999174,"Large_diam_woody",4,5
"zpcum1",11.9727788856539,"Large_diam_woody",4,5
"Percent.Below.10th.Quantile",7.20493229376144,"Large_diam_woody",4,5
"lad_sum",815.567536010777,"Large_diam_woody",5,1
"Percent.Below.30th.Quantile",675.750266265501,"Large_diam_woody",5,1
"lad_mean",454.382584264032,"Large_diam_woody",5,1
"Percent.Below.40th.Quantile",369.798384960353,"Large_diam_woody",5,1
"zpcum1",197.35997251497,"Large_diam_woody",5,1
"Percent.Below.10th.Quantile",136.507493846433,"Large_diam_woody",5,1
"imean",43.8959046355763,"Large_diam_woody",5,1
"Percent.Below.30th.Quantile",221.618369918851,"Large_diam_woody",5,2
"lad_sum",153.231841398518,"Large_diam_woody",5,2
"lad_mean",139.169739523109,"Large_diam_woody",5,2
"zpcum1",78.8363843887671,"Large_diam_woody",5,2
"Percent.Below.10th.Quantile",40.5030168125641,"Large_diam_woody",5,2
"Percent.Below.40th.Quantile",24.3630216118843,"Large_diam_woody",5,2
"imean",23.5600195605645,"Large_diam_woody",5,2
"Percent.Below.30th.Quantile",786.326319608708,"Large_diam_woody",5,3
"Percent.Below.40th.Quantile",594.293688481553,"Large_diam_woody",5,3
"lad_sum",429.158729741243,"Large_diam_woody",5,3
"lad_mean",397.448119597256,"Large_diam_woody",5,3
"zpcum1",195.097368305129,"Large_diam_woody",5,3
"Percent.Below.10th.Quantile",134.573446942915,"Large_diam_woody",5,3
"imean",70.2710900003386,"Large_diam_woody",5,3
"Percent.Below.30th.Quantile",2469.04282678619,"Large_diam_woody",5,4
"Percent.Below.40th.Quantile",321.782069194246,"Large_diam_woody",5,4
"lad_sum",61.4584568987833,"Large_diam_woody",5,4
"lad_mean",39.1079224745811,"Large_diam_woody",5,4
"imean",28.4541170783408,"Large_diam_woody",5,4
"zpcum1",16.2481648496323,"Large_diam_woody",5,4
"Percent.Below.10th.Quantile",7.36750371860552,"Large_diam_woody",5,4
"Percent.Below.30th.Quantile",1095.98083036682,"Large_diam_woody",5,5
"Percent.Below.40th.Quantile",955.201276065955,"Large_diam_woody",5,5
"lad_sum",37.7024029471252,"Large_diam_woody",5,5
"imean",26.6081627172186,"Large_diam_woody",5,5
"lad_mean",19.2910378246267,"Large_diam_woody",5,5
"zpcum1",7.18897618938944,"Large_diam_woody",5,5
"Percent.Below.10th.Quantile",4.82093024653319,"Large_diam_woody",5,5
"Percent.Below.30th.Quantile",1733.16348693644,"Large_diam_woody",6,1
"Percent.Below.40th.Quantile",745.247789513949,"Large_diam_woody",6,1
"lad_sum",212.860952935475,"Large_diam_woody",6,1
"zpcum1",47.0803214714121,"Large_diam_woody",6,1
"lad_mean",45.418385712752,"Large_diam_woody",6,1
"imean",25.6665109282728,"Large_diam_woody",6,1
"Percent.Below.10th.Quantile",8.98593242738044,"Large_diam_woody",6,1
"Percent.Below.30th.Quantile",1140.9207869392,"Large_diam_woody",6,2
"Percent.Below.40th.Quantile",605.909176694325,"Large_diam_woody",6,2
"lad_sum",443.843860059641,"Large_diam_woody",6,2
"lad_mean",214.913951829342,"Large_diam_woody",6,2
"zpcum1",84.2788280083492,"Large_diam_woody",6,2
"Percent.Below.10th.Quantile",29.3284421722168,"Large_diam_woody",6,2
"imean",16.0245264553786,"Large_diam_woody",6,2
"Percent.Below.40th.Quantile",1193.73129451203,"Large_diam_woody",6,3
"Percent.Below.30th.Quantile",792.661299852666,"Large_diam_woody",6,3
"lad_sum",165.899770110543,"Large_diam_woody",6,3
"imean",24.9529120258614,"Large_diam_woody",6,3
"lad_mean",17.9073094510734,"Large_diam_woody",6,3
"zpcum1",12.6315372274959,"Large_diam_woody",6,3
"Percent.Below.10th.Quantile",3.06092810947139,"Large_diam_woody",6,3
"Percent.Below.30th.Quantile",781.147775160584,"Large_diam_woody",6,4
"lad_sum",31.7395937358293,"Large_diam_woody",6,4
"imean",25.7350269956861,"Large_diam_woody",6,4
"Percent.Below.40th.Quantile",19.7934092777249,"Large_diam_woody",6,4
"lad_mean",19.4851569125783,"Large_diam_woody",6,4
"zpcum1",5.44707285357387,"Large_diam_woody",6,4
"Percent.Below.10th.Quantile",3.63138060563628,"Large_diam_woody",6,4
"Percent.Below.30th.Quantile",849.456852205656,"Large_diam_woody",6,5
"Percent.Below.40th.Quantile",566.374454621435,"Large_diam_woody",6,5
"lad_sum",387.414436616621,"Large_diam_woody",6,5
"lad_mean",359.377683785065,"Large_diam_woody",6,5
"zpcum1",157.739950172741,"Large_diam_woody",6,5
"Percent.Below.10th.Quantile",114.452171429455,"Large_diam_woody",6,5
"imean",85.4086015268602,"Large_diam_woody",6,5
"Percent.Below.30th.Quantile",864.041780179617,"Large_diam_woody",7,1
"Percent.Below.40th.Quantile",572.151366964442,"Large_diam_woody",7,1
"lad_sum",408.622810419368,"Large_diam_woody",7,1
"lad_mean",365.525629056332,"Large_diam_woody",7,1
"zpcum1",224.199752464054,"Large_diam_woody",7,1
"Percent.Below.10th.Quantile",146.169603811057,"Large_diam_woody",7,1
"imean",94.6286887596532,"Large_diam_woody",7,1
"Percent.Below.30th.Quantile",782.699427931063,"Large_diam_woody",7,2
"lad_mean",38.7287083461834,"Large_diam_woody",7,2
"lad_sum",38.1889140623084,"Large_diam_woody",7,2
"Percent.Below.40th.Quantile",25.14819241481,"Large_diam_woody",7,2
"imean",24.4153958809677,"Large_diam_woody",7,2
"zpcum1",6.90320660295148,"Large_diam_woody",7,2
"Percent.Below.10th.Quantile",5.97638518367929,"Large_diam_woody",7,2
"Percent.Below.30th.Quantile",972.566252889276,"Large_diam_woody",7,3
"Percent.Below.40th.Quantile",813.136970911964,"Large_diam_woody",7,3
"lad_sum",175.33560037339,"Large_diam_woody",7,3
"lad_mean",69.3821313038907,"Large_diam_woody",7,3
"Percent.Below.10th.Quantile",8.42289564692706,"Large_diam_woody",7,3
"imean",8.2576946796438,"Large_diam_woody",7,3
"zpcum1",6.90398621981357,"Large_diam_woody",7,3
"Percent.Below.30th.Quantile",1586.09298815766,"Large_diam_woody",7,4
"Percent.Below.40th.Quantile",711.049211973305,"Large_diam_woody",7,4
"lad_sum",264.242298142837,"Large_diam_woody",7,4
"zpcum1",83.2237625375856,"Large_diam_woody",7,4
"lad_mean",62.9685123114124,"Large_diam_woody",7,4
"imean",32.5641621565168,"Large_diam_woody",7,4
"Percent.Below.10th.Quantile",6.62975626116802,"Large_diam_woody",7,4
"Percent.Below.30th.Quantile",716.843449032551,"Large_diam_woody",7,5
"Percent.Below.40th.Quantile",547.39941650277,"Large_diam_woody",7,5
"lad_sum",475.185368065812,"Large_diam_woody",7,5
"lad_mean",352.364509660195,"Large_diam_woody",7,5
"Percent.Below.10th.Quantile",164.266912427837,"Large_diam_woody",7,5
"zpcum1",157.463307196194,"Large_diam_woody",7,5
"imean",67.0820839799999,"Large_diam_woody",7,5
"Percent.Below.30th.Quantile",659.254571442487,"Large_diam_woody",8,1
"lad_sum",545.403105350781,"Large_diam_woody",8,1
"Percent.Below.40th.Quantile",488.677661566552,"Large_diam_woody",8,1
"lad_mean",341.937916075406,"Large_diam_woody",8,1
"zpcum1",304.121185795697,"Large_diam_woody",8,1
"Percent.Below.10th.Quantile",166.617316226751,"Large_diam_woody",8,1
"imean",39.2099958616724,"Large_diam_woody",8,1
"Percent.Below.30th.Quantile",844.985079922192,"Large_diam_woody",8,2
"lad_sum",34.882392792196,"Large_diam_woody",8,2
"Percent.Below.40th.Quantile",25.4882961000157,"Large_diam_woody",8,2
"imean",22.8837049684987,"Large_diam_woody",8,2
"zpcum1",8.48262527255642,"Large_diam_woody",8,2
"lad_mean",8.43897840875719,"Large_diam_woody",8,2
"Percent.Below.10th.Quantile",6.86250599251119,"Large_diam_woody",8,2
"Percent.Below.30th.Quantile",1521.05743315809,"Large_diam_woody",8,3
"Percent.Below.40th.Quantile",514.919687840056,"Large_diam_woody",8,3
"lad_mean",295.105636712568,"Large_diam_woody",8,3
"lad_sum",260.167114661518,"Large_diam_woody",8,3
"imean",25.4165779180247,"Large_diam_woody",8,3
"zpcum1",24.6794623846512,"Large_diam_woody",8,3
"Percent.Below.10th.Quantile",8.02148223838686,"Large_diam_woody",8,3
"Percent.Below.30th.Quantile",822.784060152903,"Large_diam_woody",8,4
"Percent.Below.40th.Quantile",617.54396375459,"Large_diam_woody",8,4
"lad_sum",368.022271439196,"Large_diam_woody",8,4
"lad_mean",315.178379518698,"Large_diam_woody",8,4
"zpcum1",197.631910979113,"Large_diam_woody",8,4
"Percent.Below.10th.Quantile",121.33371755778,"Large_diam_woody",8,4
"imean",81.811337131079,"Large_diam_woody",8,4
"Percent.Below.30th.Quantile",865.602752470093,"Large_diam_woody",8,5
"Percent.Below.40th.Quantile",847.936318178939,"Large_diam_woody",8,5
"lad_sum",231.812969521857,"Large_diam_woody",8,5
"lad_mean",103.054178970999,"Large_diam_woody",8,5
"imean",25.786850350981,"Large_diam_woody",8,5
"zpcum1",10.4674197632357,"Large_diam_woody",8,5
"Percent.Below.10th.Quantile",6.36347982768424,"Large_diam_woody",8,5
"Percent.Below.30th.Quantile",1698.92355481865,"Large_diam_woody",9,1
"Percent.Below.40th.Quantile",647.471710546425,"Large_diam_woody",9,1
"lad_sum",204.556628981981,"Large_diam_woody",9,1
"zpcum1",107.004208639012,"Large_diam_woody",9,1
"lad_mean",86.0048333434059,"Large_diam_woody",9,1
"imean",34.5665976215341,"Large_diam_woody",9,1
"Percent.Below.10th.Quantile",11.6852303110271,"Large_diam_woody",9,1
"Percent.Below.30th.Quantile",1725.40220860125,"Large_diam_woody",9,2
"Percent.Below.40th.Quantile",651.903254073154,"Large_diam_woody",9,2
"lad_sum",180.543175306155,"Large_diam_woody",9,2
"lad_mean",74.5859470288679,"Large_diam_woody",9,2
"zpcum1",26.3102396601885,"Large_diam_woody",9,2
"imean",25.9621308394381,"Large_diam_woody",9,2
"Percent.Below.10th.Quantile",11.5348149601616,"Large_diam_woody",9,2
"Percent.Below.30th.Quantile",2300.2096922069,"Large_diam_woody",9,3
"Percent.Below.40th.Quantile",504.67452499978,"Large_diam_woody",9,3
"lad_sum",52.7462478305855,"Large_diam_woody",9,3
"lad_mean",8.58520685445482,"Large_diam_woody",9,3
"imean",7.98607617414135,"Large_diam_woody",9,3
"zpcum1",6.88640728707468,"Large_diam_woody",9,3
"Percent.Below.10th.Quantile",5.80697779563714,"Large_diam_woody",9,3
"Percent.Below.40th.Quantile",904.732292949925,"Large_diam_woody",9,4
"Percent.Below.30th.Quantile",759.247094570547,"Large_diam_woody",9,4
"lad_sum",414.140457156463,"Large_diam_woody",9,4
"lad_mean",86.0677475313433,"Large_diam_woody",9,4
"imean",27.9063037053478,"Large_diam_woody",9,4
"Percent.Below.10th.Quantile",5.22820703255965,"Large_diam_woody",9,4
"zpcum1",4.99521091553644,"Large_diam_woody",9,4
"Percent.Below.30th.Quantile",198.854163449448,"Large_diam_woody",9,5
"lad_mean",185.299313109224,"Large_diam_woody",9,5
"lad_sum",168.054976234068,"Large_diam_woody",9,5
"zpcum1",68.9084803277661,"Large_diam_woody",9,5
"Percent.Below.10th.Quantile",65.4820912009441,"Large_diam_woody",9,5
"imean",28.5377727572068,"Large_diam_woody",9,5
"Percent.Below.40th.Quantile",28.4364529921012,"Large_diam_woody",9,5
"Percent.Below.40th.Quantile",1103.33431829034,"Large_diam_woody",10,1
"Percent.Below.30th.Quantile",976.614949370018,"Large_diam_woody",10,1
"lad_sum",64.5845769080645,"Large_diam_woody",10,1
"lad_mean",28.6611079822997,"Large_diam_woody",10,1
"imean",21.9983286241646,"Large_diam_woody",10,1
"zpcum1",14.7375584769667,"Large_diam_woody",10,1
"Percent.Below.10th.Quantile",3.7727382622437,"Large_diam_woody",10,1
"Percent.Below.30th.Quantile",232.5357337169,"Large_diam_woody",10,2
"lad_sum",147.650570984968,"Large_diam_woody",10,2
"lad_mean",127.553353496385,"Large_diam_woody",10,2
"zpcum1",70.2624629055362,"Large_diam_woody",10,2
"Percent.Below.10th.Quantile",59.0409140276345,"Large_diam_woody",10,2
"imean",56.6392848846931,"Large_diam_woody",10,2
"Percent.Below.40th.Quantile",34.0134094558828,"Large_diam_woody",10,2
"Percent.Below.30th.Quantile",2375.77945941676,"Large_diam_woody",10,3
"Percent.Below.40th.Quantile",437.152213791612,"Large_diam_woody",10,3
"lad_mean",65.1208155146074,"Large_diam_woody",10,3
"lad_sum",41.196002560755,"Large_diam_woody",10,3
"imean",25.1799952725412,"Large_diam_woody",10,3
"Percent.Below.10th.Quantile",6.16987477962405,"Large_diam_woody",10,3
"zpcum1",4.42418823883734,"Large_diam_woody",10,3
"Percent.Below.30th.Quantile",723.968596160077,"Large_diam_woody",10,4
"lad_sum",586.64733122115,"Large_diam_woody",10,4
"lad_mean",465.845777633217,"Large_diam_woody",10,4
"Percent.Below.40th.Quantile",456.745400961123,"Large_diam_woody",10,4
"zpcum1",131.152085935958,"Large_diam_woody",10,4
"Percent.Below.10th.Quantile",98.6425374282802,"Large_diam_woody",10,4
"imean",38.0228141465956,"Large_diam_woody",10,4
"Percent.Below.30th.Quantile",825.177646395169,"Large_diam_woody",10,5
"Percent.Below.40th.Quantile",700.860632840563,"Large_diam_woody",10,5
"lad_sum",448.043877142019,"Large_diam_woody",10,5
"lad_mean",344.562845951821,"Large_diam_woody",10,5
"zpcum1",152.135680292904,"Large_diam_woody",10,5
"Percent.Below.10th.Quantile",134.952529622954,"Large_diam_woody",10,5
"imean",82.4606552640944,"Large_diam_woody",10,5
"Omnivariance_sd",8.51998294373837,"Litter_1h",1,1
"cHull_vol",6.09812716528065,"Litter_1h",1,1
"Planarity_sd",3.7252632660522,"Litter_1h",1,1
"NormalChangeRate_sd",3.69734230531001,"Litter_1h",1,1
"Omnivariance_sd",9.74348984196814,"Litter_1h",1,2
"cHull_vol",5.96924336875476,"Litter_1h",1,2
"Planarity_sd",4.00653469361812,"Litter_1h",1,2
"NormalChangeRate_sd",3.75672703757993,"Litter_1h",1,2
"Omnivariance_sd",5.66925458373205,"Litter_1h",1,3
"cHull_vol",5.06908278168988,"Litter_1h",1,3
"Planarity_sd",4.19681847162703,"Litter_1h",1,3
"NormalChangeRate_sd",4.10479398882115,"Litter_1h",1,3
"Omnivariance_sd",7.18356345427804,"Litter_1h",1,4
"cHull_vol",5.83337995541108,"Litter_1h",1,4
"NormalChangeRate_sd",5.34420204366229,"Litter_1h",1,4
"Planarity_sd",5.05714582705122,"Litter_1h",1,4
"Omnivariance_sd",5.71180246159284,"Litter_1h",1,5
"NormalChangeRate_sd",5.36689546935968,"Litter_1h",1,5
"cHull_vol",5.17970656335192,"Litter_1h",1,5
"Planarity_sd",5.11195371787063,"Litter_1h",1,5
"Omnivariance_sd",10.0907341927057,"Litter_1h",2,1
"cHull_vol",6.16274493987187,"Litter_1h",2,1
"NormalChangeRate_sd",3.89225465571607,"Litter_1h",2,1
"Planarity_sd",3.71380907995332,"Litter_1h",2,1
"Omnivariance_sd",6.18128380172573,"Litter_1h",2,2
"cHull_vol",6.11208943840784,"Litter_1h",2,2
"NormalChangeRate_sd",5.61900796221636,"Litter_1h",2,2
"Planarity_sd",5.30027963265232,"Litter_1h",2,2
"Omnivariance_sd",6.42502713353783,"Litter_1h",2,3
"cHull_vol",5.38705937387863,"Litter_1h",2,3
"Planarity_sd",4.20628125577878,"Litter_1h",2,3
"NormalChangeRate_sd",3.96722508330107,"Litter_1h",2,3
"cHull_vol",6.08443443878151,"Litter_1h",2,4
"Omnivariance_sd",6.00625818174227,"Litter_1h",2,4
"NormalChangeRate_sd",4.72677660187325,"Litter_1h",2,4
"Planarity_sd",4.62837723246185,"Litter_1h",2,4
"Omnivariance_sd",7.64383625537919,"Litter_1h",2,5
"cHull_vol",5.5253978119884,"Litter_1h",2,5
"NormalChangeRate_sd",4.12419041891961,"Litter_1h",2,5
"Planarity_sd",3.91747775576233,"Litter_1h",2,5
"Omnivariance_sd",9.46145356615912,"Litter_1h",3,1
"cHull_vol",5.30774425223494,"Litter_1h",3,1
"Planarity_sd",3.60415205276872,"Litter_1h",3,1
"NormalChangeRate_sd",3.60334935111981,"Litter_1h",3,1
"Omnivariance_sd",5.88897472104696,"Litter_1h",3,2
"NormalChangeRate_sd",4.82695775548998,"Litter_1h",3,2
"cHull_vol",4.78391556449615,"Litter_1h",3,2
"Planarity_sd",4.66431677669364,"Litter_1h",3,2
"Omnivariance_sd",6.59179479870689,"Litter_1h",3,3
"Planarity_sd",5.46888283360622,"Litter_1h",3,3
"NormalChangeRate_sd",5.4484983765117,"Litter_1h",3,3
"cHull_vol",5.28678431528653,"Litter_1h",3,3
"Omnivariance_sd",5.41025212782542,"Litter_1h",3,4
"cHull_vol",5.06824009971669,"Litter_1h",3,4
"NormalChangeRate_sd",4.99324954201569,"Litter_1h",3,4
"Planarity_sd",4.90812388405601,"Litter_1h",3,4
"Omnivariance_sd",6.57227137946661,"Litter_1h",3,5
"Planarity_sd",5.75398020583949,"Litter_1h",3,5
"NormalChangeRate_sd",5.71862965296264,"Litter_1h",3,5
"cHull_vol",4.91866052602045,"Litter_1h",3,5
"Omnivariance_sd",5.82884575997584,"Litter_1h",4,1
"Planarity_sd",5.05962849269399,"Litter_1h",4,1
"NormalChangeRate_sd",4.82751820546879,"Litter_1h",4,1
"cHull_vol",4.699469953973,"Litter_1h",4,1
"cHull_vol",5.84975898818309,"Litter_1h",4,2
"NormalChangeRate_sd",5.20027638473339,"Litter_1h",4,2
"Planarity_sd",5.14021012896377,"Litter_1h",4,2
"Omnivariance_sd",4.91963989194099,"Litter_1h",4,2
"Omnivariance_sd",8.31081491641922,"Litter_1h",4,3
"cHull_vol",5.9954365227728,"Litter_1h",4,3
"Planarity_sd",4.50776577218623,"Litter_1h",4,3
"NormalChangeRate_sd",4.46794432957146,"Litter_1h",4,3
"Omnivariance_sd",6.97306609019461,"Litter_1h",4,4
"Planarity_sd",5.52409454727669,"Litter_1h",4,4
"NormalChangeRate_sd",5.17728626721222,"Litter_1h",4,4
"cHull_vol",4.84696050631116,"Litter_1h",4,4
"Omnivariance_sd",8.96605882667918,"Litter_1h",4,5
"cHull_vol",5.99121681948376,"Litter_1h",4,5
"Planarity_sd",3.35697212462558,"Litter_1h",4,5
"NormalChangeRate_sd",3.1769596474442,"Litter_1h",4,5
"Omnivariance_sd",6.3670954559218,"Litter_1h",5,1
"cHull_vol",5.58249662259411,"Litter_1h",5,1
"Planarity_sd",5.21787566342706,"Litter_1h",5,1
"NormalChangeRate_sd",5.17726545492646,"Litter_1h",5,1
"cHull_vol",5.80631849622555,"Litter_1h",5,2
"Planarity_sd",5.79239595049559,"Litter_1h",5,2
"NormalChangeRate_sd",5.72755027869117,"Litter_1h",5,2
"Omnivariance_sd",5.64108180328499,"Litter_1h",5,2
"Omnivariance_sd",6.37121761719974,"Litter_1h",5,3
"cHull_vol",5.14465408404371,"Litter_1h",5,3
"Planarity_sd",4.57792727864975,"Litter_1h",5,3
"NormalChangeRate_sd",4.47939431546909,"Litter_1h",5,3
"Omnivariance_sd",7.19514207894866,"Litter_1h",5,4
"cHull_vol",5.06423391379673,"Litter_1h",5,4
"NormalChangeRate_sd",5.02430551961327,"Litter_1h",5,4
"Planarity_sd",4.88941429633932,"Litter_1h",5,4
"Omnivariance_sd",6.77288047045568,"Litter_1h",5,5
"NormalChangeRate_sd",4.76529263102488,"Litter_1h",5,5
"Planarity_sd",4.72593419335788,"Litter_1h",5,5
"cHull_vol",4.22584565292968,"Litter_1h",5,5
"Omnivariance_sd",6.56454364234428,"Litter_1h",6,1
"cHull_vol",5.83171631946893,"Litter_1h",6,1
"NormalChangeRate_sd",4.98878365277831,"Litter_1h",6,1
"Planarity_sd",4.92998984138882,"Litter_1h",6,1
"Omnivariance_sd",6.93367245613342,"Litter_1h",6,2
"Planarity_sd",5.15224596159535,"Litter_1h",6,2
"NormalChangeRate_sd",4.98965097648948,"Litter_1h",6,2
"cHull_vol",4.68746078182696,"Litter_1h",6,2
"Omnivariance_sd",8.38885937087949,"Litter_1h",6,3
"cHull_vol",4.95490016665874,"Litter_1h",6,3
"NormalChangeRate_sd",3.18720385249875,"Litter_1h",6,3
"Planarity_sd",3.08583665249789,"Litter_1h",6,3
"Omnivariance_sd",6.34470304849791,"Litter_1h",6,4
"cHull_vol",5.67649192382881,"Litter_1h",6,4
"Planarity_sd",4.6912518231483,"Litter_1h",6,4
"NormalChangeRate_sd",4.4234728529652,"Litter_1h",6,4
"Omnivariance_sd",7.95268660791731,"Litter_1h",6,5
"cHull_vol",6.81585384385375,"Litter_1h",6,5
"NormalChangeRate_sd",4.91899806980736,"Litter_1h",6,5
"Planarity_sd",4.87581423270529,"Litter_1h",6,5
"Omnivariance_sd",7.40405432064136,"Litter_1h",7,1
"cHull_vol",5.80120425985068,"Litter_1h",7,1
"NormalChangeRate_sd",3.95472888889422,"Litter_1h",7,1
"Planarity_sd",3.93678913551814,"Litter_1h",7,1
"Omnivariance_sd",6.15473034190256,"Litter_1h",7,2
"NormalChangeRate_sd",5.3272040182239,"Litter_1h",7,2
"cHull_vol",5.27001146032178,"Litter_1h",7,2
"Planarity_sd",5.24399318246429,"Litter_1h",7,2
"Omnivariance_sd",6.8662760175183,"Litter_1h",7,3
"NormalChangeRate_sd",5.01592597200406,"Litter_1h",7,3
"Planarity_sd",5.00288008553028,"Litter_1h",7,3
"cHull_vol",4.46370422153601,"Litter_1h",7,3
"Omnivariance_sd",7.91362060611542,"Litter_1h",7,4
"cHull_vol",6.35799269134481,"Litter_1h",7,4
"NormalChangeRate_sd",3.6535205831978,"Litter_1h",7,4
"Planarity_sd",3.60546927626013,"Litter_1h",7,4
"Omnivariance_sd",6.50050908339415,"Litter_1h",7,5
"Planarity_sd",5.65258261753576,"Litter_1h",7,5
"NormalChangeRate_sd",5.61885097975214,"Litter_1h",7,5
"cHull_vol",5.48693274004207,"Litter_1h",7,5
"Omnivariance_sd",8.21378385901904,"Litter_1h",8,1
"cHull_vol",4.47734428683814,"Litter_1h",8,1
"Planarity_sd",3.95022068541672,"Litter_1h",8,1
"NormalChangeRate_sd",3.88740568368535,"Litter_1h",8,1
"Omnivariance_sd",6.17077472212316,"Litter_1h",8,2
"NormalChangeRate_sd",5.42929220033052,"Litter_1h",8,2
"Planarity_sd",5.41063405584495,"Litter_1h",8,2
"cHull_vol",5.0784145657966,"Litter_1h",8,2
"Omnivariance_sd",6.66784364937382,"Litter_1h",8,3
"cHull_vol",5.52834438079713,"Litter_1h",8,3
"NormalChangeRate_sd",4.92677483299561,"Litter_1h",8,3
"Planarity_sd",4.92039122191262,"Litter_1h",8,3
"cHull_vol",5.80405574189168,"Litter_1h",8,4
"Omnivariance_sd",5.68039044711288,"Litter_1h",8,4
"Planarity_sd",4.99585856298849,"Litter_1h",8,4
"NormalChangeRate_sd",4.9837657174164,"Litter_1h",8,4
"Omnivariance_sd",6.69481955438256,"Litter_1h",8,5
"NormalChangeRate_sd",5.46845508846806,"Litter_1h",8,5
"Planarity_sd",5.46793687243808,"Litter_1h",8,5
"cHull_vol",4.98830741692894,"Litter_1h",8,5
"cHull_vol",6.88891424176439,"Litter_1h",9,1
"Omnivariance_sd",6.32733523264304,"Litter_1h",9,1
"Planarity_sd",4.15501449222466,"Litter_1h",9,1
"NormalChangeRate_sd",3.97109342236243,"Litter_1h",9,1
"Omnivariance_sd",5.54498348466142,"Litter_1h",9,2
"cHull_vol",5.28024377700848,"Litter_1h",9,2
"NormalChangeRate_sd",4.91100066589626,"Litter_1h",9,2
"Planarity_sd",4.80579702133491,"Litter_1h",9,2
"Omnivariance_sd",7.46505691089658,"Litter_1h",9,3
"cHull_vol",5.45991130040222,"Litter_1h",9,3
"Planarity_sd",4.14823265656037,"Litter_1h",9,3
"NormalChangeRate_sd",4.02687508081701,"Litter_1h",9,3
"Omnivariance_sd",7.00779918067786,"Litter_1h",9,4
"NormalChangeRate_sd",5.21311948417965,"Litter_1h",9,4
"Planarity_sd",5.20479901666922,"Litter_1h",9,4
"cHull_vol",4.88937243447171,"Litter_1h",9,4
"Omnivariance_sd",8.44717896810393,"Litter_1h",9,5
"cHull_vol",6.73456724503524,"Litter_1h",9,5
"Planarity_sd",4.41404949613256,"Litter_1h",9,5
"NormalChangeRate_sd",4.37010655326961,"Litter_1h",9,5
"Omnivariance_sd",5.21621063624684,"Litter_1h",10,1
"NormalChangeRate_sd",5.01645650508757,"Litter_1h",10,1
"Planarity_sd",4.96135935329977,"Litter_1h",10,1
"cHull_vol",4.75885478108127,"Litter_1h",10,1
"Omnivariance_sd",6.13582481083829,"Litter_1h",10,2
"cHull_vol",5.6484784071892,"Litter_1h",10,2
"Planarity_sd",5.50638637392037,"Litter_1h",10,2
"NormalChangeRate_sd",5.42179455032229,"Litter_1h",10,2
"cHull_vol",6.15250307711982,"Litter_1h",10,3
"Omnivariance_sd",6.06471469447091,"Litter_1h",10,3
"NormalChangeRate_sd",4.63186566116433,"Litter_1h",10,3
"Planarity_sd",4.55196215060821,"Litter_1h",10,3
"Omnivariance_sd",7.164805019305,"Litter_1h",10,4
