Plot Name,Unique_treeID,treeID,HT.m.,DBH.m.,CBH.m.,CW.m.,Ht-DBH_ratio,CW-DBH_ratio,Ht-DBH_Quant,CW-DBH_Quant,flag,Segmentation_Attempt
CW_001_C,7,2,8.234,0.245125708,1.3366,5.213962791,33.590928,21.270567,0.078125,0.729492188,TRUE,3
CW_001_C,8,3,4.722,0.250064647,0.6137,1.464579869,18.88311706,5.85680498,0.000976563,0,TRUE,3
CW_001_C,9,4,12.732,0.376634568,1.17465,4.3957378,33.80465069,11.67109495,0.080729167,0.000325521,TRUE,3
CW_001_C,10,5,8.214,0.255803925,1.0791,4.370208435,32.11053152,17.0842118,0.059570313,0.444661458,TRUE,3
CW_002_C,1,21,7.147,0.192954947,3.3003,4.083493206,37.0397345,21.16293608,0.138020833,0.724934896,FALSE,0
CW_002_C,2,27,8.546,0.182419628,1.7801,3.816999933,46.84802876,20.92428302,0.383138021,0.71875,FALSE,0
CW_002_C,3,39,7.9,0.187616594,0.8422,4.687531934,42.10714956,24.98463395,0.25390625,0.892252604,FALSE,0
CW_002_C,4,1,4.669,0.29674713,0.693,3.261535138,15.73393481,10.99095764,0.000325521,0.000325521,TRUE,1
CW_002_C,5,2,4.056,0.231830535,0.6395,1.112659961,17.49553826,4.799453877,0.000325521,0,TRUE,1
CW_002_C,6,3,5.223,0.211516571,0.6132,2.145500457,24.69310077,10.14341547,0.011067708,0,TRUE,1
CW_002_C,7,4,3.372,0.286793656,0.70425,2.62991127,11.75758225,9.170046876,0,0,TRUE,1
CW_002_C,8,5,6.037,0.611360554,0.70975,1.011166568,9.874696621,1.653961088,0,0,TRUE,1
CW_002_C,9,6,3.956,0.657358275,0.5912,1.812739991,6.018027235,2.757613406,0,0,TRUE,1
CW_002_C,10,7,2.682,0.339595219,0.5713,0.874581572,7.897637679,2.575364795,0,0,TRUE,1
CW_002_C,11,8,7.502,0.301078641,3.02835,5.053500616,24.91707803,16.78465332,0.01171875,0.410807292,TRUE,1
CW_002_C,12,9,3.031,0.601459793,0.6305,2.750335742,5.039405853,4.572767415,0,0,TRUE,1
CW_002_C,13,10,4.002,0.588792911,0.8941,0.561232817,6.796956835,0.953192211,0,0,TRUE,1
CW_002_C,14,11,5.114,0.563026661,1.3138,1.35272474,9.083051212,2.402594465,0,0,TRUE,1
CW_002_C,15,12,2.668,0.317880662,0.5853,1.101510485,8.393086847,3.465169851,0,0,TRUE,1
CW_002_C,16,13,2.202,0.454515253,0.5978,0.69123701,4.844721896,1.520822469,0,0,TRUE,1
CW_002_C,17,14,3.302,0.430167879,0.84765,1.078506791,7.676072897,2.507176484,0,0,TRUE,1
CW_002_C,18,15,2.619,0.212909602,0.6678,0.851287863,12.30099526,3.998353556,0,0,TRUE,1
CW_002_C,19,16,8.479,0.625982574,1.27005,2.56337313,13.5451055,4.094959249,0,0,TRUE,1
CW_002_C,20,18,2.417,0.298731915,0.599,1.24465823,8.090866351,4.166472234,0,0,TRUE,1
CW_002_C,21,19,6.363,0.573204963,0.9104,2.764132271,11.10074128,4.822240644,0,0,TRUE,1
CW_002_C,22,20,2.802,0.279102573,0.6086,1.339046421,10.03931985,4.797685695,0,0,TRUE,1
CW_002_C,23,21,7.525,0.251415174,2.43815,3.813206933,29.93057215,15.16697212,0.039388021,0.206380208,TRUE,1
CW_002_C,24,22,6.821,0.216467877,3.6231,4.173177061,31.51044895,19.27850502,0.053710938,0.630533854,TRUE,1
CW_002_C,25,23,3.104,0.259636349,0.5894,1.906537937,11.95518275,7.34310872,0,0,TRUE,1
CW_002_C,26,24,2.109,0.312085599,0.62075,1.051184369,6.757761363,3.368256575,0,0,TRUE,1
CW_002_C,27,25,9.677,0.304462247,2.723,5.245145515,31.78390786,17.22757278,0.056966146,0.458333333,TRUE,1
CW_002_C,28,27,4.922,0.235399111,0.9753,1.183412364,20.9091699,5.02725928,0.003255208,0,TRUE,1
CW_002_C,29,28,2.485,0.292231246,0.6266,0.628965876,8.503539681,2.152288243,0,0,TRUE,1
CW_002_C,30,29,2.738,0.633772927,0.5515,0.943372223,4.32015929,1.488501926,0,0,TRUE,1
CW_002_C,31,30,7.663,0.583331806,0.9384,5.739960402,13.13660582,9.839957876,0,0,TRUE,1
CW_002_C,32,31,3.07,0.261693249,0.61635,0.908414962,11.73129231,3.471296891,0,0,TRUE,1
CW_003_C,1,5,6.154,0.168652815,0.7338,3.239139219,36.48916266,19.20596,0.125651042,0.630533854,FALSE,0
CW_003_C,2,44,5.802,0.131515573,1.0585,2.105708964,44.11644858,16.01109983,0.310221354,0.312174479,FALSE,0
CW_003_C,3,1,4.71,0.541541253,0.6935,5.596494265,8.697398352,10.33438216,0,0,TRUE,1
CW_003_C,4,2,4.807,0.204148536,1.29475,2.546517794,23.54658087,12.47384797,0.005859375,0.004557292,TRUE,1
CW_003_C,5,4,3.906,0.287099047,0.7388,1.552647274,13.60506085,5.40805444,0,0,TRUE,1
CW_003_C,6,5,4.752,0.322521931,0.6525,1.411176313,14.73388176,4.375442959,0,0,TRUE,1
CW_003_C,7,6,5.414,0.252332851,1.87315,2.6457526,21.45578734,10.48516903,0.00390625,0,TRUE,1
CW_003_C,8,7,3.37,0.566550766,0.5948,3.312055044,5.948275431,5.845998708,0,0,TRUE,1
CW_003_C,9,8,7.859,0.282374734,0.9666,6.54172297,27.83181019,23.1668141,0.025065104,0.814453125,TRUE,1
CW_003_C,10,9,6.711,0.316857691,1.1757,2.656661097,21.17985513,8.384398324,0.00390625,0,TRUE,1
CW_003_C,11,10,3.542,0.347167035,0.703,1.455108704,10.20258158,4.191379239,0,0,TRUE,1
CW_003_C,12,11,5.1,0.249998594,1.4351,2.518221006,20.40011473,10.07294067,0.002604167,0,TRUE,1
CW_003_C,13,12,5.777,0.451060131,0.894,2.95960186,12.80760501,6.561435282,0,0,TRUE,1
CW_003_C,14,13,4.405,0.275235968,0.696,3.127710939,16.00444898,11.3637435,0.000325521,0.000325521,TRUE,1
CW_003_C,15,14,5.901,0.245473509,0.7146,1.736473438,24.0392539,7.0739749,0.008138021,0,TRUE,1
CW_003_C,16,15,4.04,0.425354177,0.6332,1.560047554,9.497967141,3.667643664,0,0,TRUE,1
CW_003_C,17,16,7.832,0.272327178,0.89505,3.708622456,28.75952394,13.61826051,0.032226563,0.045247396,TRUE,1
CW_003_C,18,17,4.806,0.235875813,0.66185,3.320898775,20.37512851,14.07901359,0.002604167,0.077799479,TRUE,1
CW_003_C,19,18,4.793,0.298814886,0.571,1.621898161,16.04003089,5.427768954,0.000325521,0,TRUE,1
CW_003_C,20,19,1.659,0.244150066,0.7234,1.490384502,6.795001221,6.104378849,0,0,TRUE,1
CW_003_C,21,20,5.933,0.329398814,1.579,3.764981623,18.01160096,11.42985785,0.000651042,0.000325521,TRUE,1
CW_003_C,22,21,5.508,0.145053091,1.479,1.734305932,37.97230351,11.9563528,0.158203125,0.001302083,TRUE,1
CW_003_C,23,22,5.819,0.324413546,0.9405,3.943542242,17.93698218,12.15591114,0.000325521,0.001627604,TRUE,1
CW_003_C,24,23,4.921,0.345593363,0.9728,3.327452701,14.23927808,9.628230907,0,0,TRUE,1
CW_003_C,25,25,6.621,0.563297742,0.922,2.985629547,11.75399705,5.300268975,0,0,TRUE,1
CW_003_C,26,26,4.45,0.376108475,0.8606,1.924816093,11.83169298,5.117715293,0,0,TRUE,1
CW_003_C,27,27,5.365,0.383715099,1.05835,3.562573863,13.98172763,9.284424494,0,0,TRUE,1
CW_003_C,28,28,5.049,0.452309616,1.3303,2.405931293,11.16270763,5.319213229,0,0,TRUE,1
